SkuShort,Brand,Country,Year,Week,NumberWorkdays,PrevNumberWorkdays,NextNumberWorkdays,AvgTemp,AvgRain,AvgSun,IsLockdown,PdtHl,PrevWeekPdtHl1,BgtHl,PrevWeekSalesHl1,PrevWeekSalesHl2,PrevYearSalesHl1,PrevYearSalesHl2,TrueSalesHl,PredSalesHl_Classic,PredSalesHl_ML
06615,KOZEL,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,546.5,61.03,315.0,782.5,132.1,232.8,445.8,357.8,367.8,414.0
06871,KOZEL,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,,,345.5,,,1486.0,207.4,0.0,0.0,346.0
06892,KOZEL,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,,,2312.0,,,,33.6,0.0,0.0,569.0
11076,BIRELL,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,688.5,419.8,1866.0,794.5,965.0,1043.0,908.5,900.48,945.5,1379.0
11216,BIRELL,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,1.866,1.866,8.32,1.108,1.98,0.396,,8.3952,0.5547,0.0
11238,BIRELL,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,,,4.23,,,,22.45,0.0,0.0,0.0
11269,BIRELL,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,,,11.805,,,,,0.0,0.0,0.0
11276,BIRELL,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,708.5,450.0,2128.0,1070.0,1314.0,1413.0,949.5,1244.28,1202.0,1725.0
11293,BIRELL,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,,,60.1,,,36.8,261.5,0.0,0.0,4.0
11376,BIRELL,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,390.8,242.5,814.0,298.2,337.2,490.2,1.32,367.32,361.5,582.0
11393,BIRELL,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,,,61.44,,,17.72,233.2,0.0,0.0,3.0
11476,BIRELL,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,288.8,140.5,786.5,141.0,84.75,331.2,,118.08,311.2,443.0
11493,BIRELL,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,,,34.22,,,20.45,,0.0,0.0,0.0
11576,BIRELL,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,503.0,285.8,1206.0,424.0,494.0,773.0,,461.76,486.2,768.0
11676,BIRELL,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,225.8,120.6,544.5,152.6,76.44,160.0,,200.4,211.2,292.0
11776,BIRELL,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,232.4,133.8,569.5,135.9,101.25,178.9,,175.92,192.8,302.0
11876,BIRELL,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,191.5,106.44,539.0,111.6,47.28,167.8,,166.56,144.9,265.0
11893,BIRELL,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,,,24.1,,,12.38,,0.0,0.0,0.0
12576,BIRELL,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,641.5,411.2,1588.0,718.5,961.5,1008.0,768.0,850.8,801.0,1196.0
12815,BIRELL,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,148.6,156.0,,91.7,249.2,,,102.3,146.0,176.0
12876,BIRELL,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,,,,28.69,72.5,,,18.24,0.0,32.0
12915,BIRELL,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,153.6,159.6,,88.8,259.2,,,156.8,145.9,176.0
12976,BIRELL,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,,,,4.44,21.6,,,11.4,0.0,11.0
13338,FRISCO,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,162.6,68.75,243.4,212.2,77.6,164.6,115.56,74.646,75.5,183.0
13362,FRISCO,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,,,28.77,,,48.2,,0.0,0.0,0.0
13374,FRISCO,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,30.92,40.44,56.88,29.7,52.34,,,7.92,21.77,42.0
13438,FRISCO,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,149.5,86.3,378.0,362.2,137.9,229.9,230.9,113.5332,119.9,262.0
13474,FRISCO,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,32.34,45.44,70.3,132.1,133.2,,,37.9368,76.0,83.0
13480,FRISCO,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,,,35.7,,,,60.72,0.0,0.0,0.0
13538,FRISCO,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,122.44,44.6,190.6,159.9,44.03,120.2,83.7,47.5992,41.75,143.0
