SkuShort,Brand,Country,Year,Week,NumberWorkdays,PrevNumberWorkdays,NextNumberWorkdays,AvgTemp,AvgRain,AvgSun,IsLockdown,PdtHl,PrevWeekPdtHl1,BgtHl,PrevWeekSalesHl1,PrevWeekSalesHl2,PrevYearSalesHl1,PrevYearSalesHl2,TrueSalesHl,PredSalesHl_Classic,PredSalesHl_ML
12976,BIRELL,SK,2021,15,5,4.0,,3.277,1.754,1.525,True,12.914,12.914,,26.77,24.23,,,28.8,24.7,18.0
13038,FRISCO,SK,2021,15,5,4.0,,3.277,1.754,1.525,True,,,1.207,0.396,0.4355,0.317,2.217,0.2376,0.277,2.0
13074,FRISCO,SK,2021,15,5,4.0,,3.277,1.754,1.525,True,,,10.055,8.0,8.48,,,13.2264,2.793,7.0
13138,FRISCO,SK,2021,15,5,4.0,,3.277,1.754,1.525,True,,,1.122,0.2375,0.3564,0.317,1.307,0.1584,0.3164,2.0
13174,FRISCO,SK,2021,15,5,4.0,,3.277,1.754,1.525,True,,,9.5,7.6,0.475,,,3.0888,1.871,2.0
13338,FRISCO,CZ,2021,15,5,4.0,,3.277,1.754,1.525,True,162.6,68.75,243.4,212.2,77.6,164.6,115.56,74.646,75.5,185.0
13362,FRISCO,CZ,2021,15,5,4.0,,3.277,1.754,1.525,True,,,28.77,,,48.2,,0.0,0.0,0.0
13374,FRISCO,CZ,2021,15,5,4.0,,3.277,1.754,1.525,True,30.92,40.44,56.88,29.7,52.34,,,7.92,21.77,33.0
13438,FRISCO,CZ,2021,15,5,4.0,,3.277,1.754,1.525,True,149.5,86.3,378.0,362.2,137.9,229.9,230.9,113.5332,119.9,315.0
13474,FRISCO,CZ,2021,15,5,4.0,,3.277,1.754,1.525,True,32.34,45.44,70.3,132.1,133.2,,,37.9368,76.0,106.0
13480,FRISCO,CZ,2021,15,5,4.0,,3.277,1.754,1.525,True,,,35.7,,,,60.72,0.0,0.0,1.0
13538,FRISCO,CZ,2021,15,5,4.0,,3.277,1.754,1.525,True,122.44,44.6,190.6,159.9,44.03,120.2,83.7,47.5992,41.75,152.0
13638,FRISCO,CZ,2021,15,5,4.0,,3.277,1.754,1.525,True,144.1,75.56,351.0,321.0,137.6,273.5,178.9,133.254,114.06,278.0
13638,FRISCO,SK,2021,15,5,4.0,,3.277,1.754,1.525,True,,,2.047,0.475,0.634,0.4355,7.13,0.594,0.396,2.0
13674,FRISCO,CZ,2021,15,5,4.0,,3.277,1.754,1.525,True,32.34,45.44,68.1,150.6,108.5,,,51.2424,89.9,107.0
13674,FRISCO,SK,2021,15,5,4.0,,3.277,1.754,1.525,True,,,12.23,15.52,1.268,,,48.312,3.375,8.0
13680,FRISCO,CZ,2021,15,5,4.0,,3.277,1.754,1.525,True,,,37.25,,,,66.3,0.0,0.0,1.0
13738,FRISCO,CZ,2021,15,5,4.0,,3.277,1.754,1.525,True,176.1,64.06,380.8,239.8,120.3,318.2,25.62,144.8568,185.0,285.0
13738,FRISCO,SK,2021,15,5,4.0,,3.277,1.754,1.525,True,0.3845,0.3845,5.9,7.523,0.594,0.6733,15.76,0.8316,3.475,3.0
13774,FRISCO,SK,2021,15,5,4.0,,3.277,1.754,1.525,True,,,16.86,15.37,15.6,,,25.5024,11.11,10.0
13838,FRISCO,CZ,2021,15,5,4.0,,3.277,1.754,1.525,True,176.1,64.06,177.0,213.8,106.06,,,104.6232,154.2,182.0
13938,FRISCO,CZ,2021,15,5,4.0,,3.277,1.754,1.525,True,176.1,63.5,124.5,230.2,101.9,,,109.0188,132.1,165.0
14038,FRISCO,CZ,2021,15,5,4.0,,3.277,1.754,1.525,True,,,,,,,,8.9496,0.0,43.0
15060,KINGSWOOD,CZ,2021,15,5,4.0,,3.277,1.754,1.525,True,8.29,28.14,130.2,32.84,60.38,98.06,433.5,13.968,26.72,60.0
15070,KINGSWOOD,CZ,2021,15,5,4.0,,3.277,1.754,1.525,True,19.05,24.94,109.5,31.92,75.0,18.61,23.84,88.7832,45.25,49.0
15160,KINGSWOOD,CZ,2021,15,5,4.0,,3.277,1.754,1.525,True,4.715,15.64,23.23,13.39,26.5,52.84,162.4,4.416,9.0,18.0
15170,KINGSWOOD,CZ,2021,15,5,4.0,,3.277,1.754,1.525,True,4.215,15.82,168.4,16.88,38.97,12.44,16.72,33.3432,19.05,54.0
15260,KINGSWOOD,CZ,2021,15,5,4.0,,3.277,1.754,1.525,True,3.143,11.0,26.11,7.68,32.62,47.28,168.2,8.64,12.09,17.0
15270,KINGSWOOD,CZ,2021,15,5,4.0,,3.277,1.754,1.525,True,13.664,19.55,75.9,20.52,37.22,13.46,11.484,68.66640000000001,24.39,30.0
15438,KINGSWOOD,CZ,2021,15,5,4.0,,3.277,1.754,1.525,True,,,,,0.0396,,,0.3168,0.0,24.0
15560,KINGSWOOD,CZ,2021,15,5,4.0,,3.277,1.754,1.525,True,,,11.49,,,,,0.0,0.0,2.0
16375,CAPTAIN JACK,SK,2021,15,5,4.0,,3.277,1.754,1.525,True,150.5,28.02,,148.0,41.75,,,58.5288,51.12,123.0
16475,CAPTAIN JACK,SK,2021,15,5,4.0,,3.277,1.754,1.525,True,150.5,28.02,,144.2,38.2,,,49.0248,42.88,122.0
17551,VIPER,CZ,2021,15,5,4.0,,3.277,1.754,1.525,True,,,,,,,,1.188,0.0,119.0
18076,SMADNY MNICH,SK,2021,15,5,4.0,,3.277,1.754,1.525,True,2.71,2.71,141.0,42.25,22.56,97.7,136.9,55.2,61.1,58.0
18085,SMADNY MNICH,SK,2021,15,5,4.0,,3.277,1.754,1.525,True,,632.0,249.5,,614.0,748.5,,0.0,0.0,166.0
18176,SMADNY MNICH,SK,2021,15,5,4.0,,3.277,1.754,1.525,True,1.32,1.32,2.988,,,13.32,22.44,0.0,0.0,1.0
18276,SMADNY MNICH,SK,2021,15,5,4.0,,3.277,1.754,1.525,True,1.475,1.475,83.8,58.1,16.44,48.25,105.4,75.84,49.16,48.0
18285,SMADNY MNICH,SK,2021,15,5,4.0,,3.277,1.754,1.525,True,,357.5,166.2,,354.8,415.8,,0.0,0.0,154.0
41238,MIXED PALLET (CZSK),CZ,2021,15,5,4.0,,3.277,1.754,1.525,True,325.8,,,,,,,0.0,0.0,78.0
