SkuShort,Brand,Country,Year,Week,NumberWorkdays,AvgTemp,AvgRain,AvgSun,IsLockdown,PdtHl,PrevWeekPdtHl1,BgtHl,PrevWeekSalesHl1,PrevWeekSalesHl2,PrevYearSalesHl1,PrevYearSalesHl2,TrueSalesHl,PredSalesHl_Classic,PredSalesHl_ML
01070,PILSNER URQUELL,CZ,2021,20,5,10.9,2.168,4.914,True,42.0,43.5,221.2,117.9,123.4,97.56,220.8,527.7096,97.75,135.0
01070,PILSNER URQUELL,SK,2021,20,5,10.9,2.168,4.914,True,15.85,15.38,14.125,13.55,9.19,10.77,16.47,12.9888,10.78,16.0
01071,PILSNER URQUELL,CZ,2021,20,5,10.9,2.168,4.914,True,472.0,469.2,1831.0,1077.0,1623.0,927.5,1074.0,1356.84,2064.0,1631.0
01076,PILSNER URQUELL,CZ,2021,20,5,10.9,2.168,4.914,True,,,9.63,4.2,,,6.72,3.6,0.0,132.0
01076,PILSNER URQUELL,SK,2021,20,5,10.9,2.168,4.914,True,1018.0,0.7144,,1280.0,41.03,,5.52,22.8,0.0,458.0
01077,PILSNER URQUELL,CZ,2021,20,5,10.9,2.168,4.914,True,4176.0,2144.0,2718.0,2560.0,2336.0,2424.0,1326.0,4762.68,5060.0,3802.0
01077,PILSNER URQUELL,SK,2021,20,5,10.9,2.168,4.914,True,1528.0,3496.0,3108.0,2324.0,3100.0,4444.0,3478.0,1819.44,1824.0,2621.0
01078,PILSNER URQUELL,CZ,2021,20,5,10.9,2.168,4.914,True,62.5,62.5,13.13,59.75,22.4,30.6,,41.31,32.0,59.0
01096,PILSNER URQUELL,CZ,2021,20,5,10.9,2.168,4.914,True,,,2.057,3.16,6.48,7.52,1.36,0.64,1.52,12.0
01125,ASAHI,CZ,2021,20,5,10.9,2.168,4.914,True,,,1.796,0.792,2.771,1.108,2.377,2.9304,2.396,7.0
01125,ASAHI,SK,2021,20,5,10.9,2.168,4.914,True,,,0.3787,0.0,0.396,0.2375,0.2375,0.0,0.1106,2.0
02015,GAMBRINUS,CZ,2021,20,5,10.9,2.168,4.914,True,295.8,718.5,1353.0,1109.0,928.0,2672.0,2030.0,820.9,1061.0,1331.0
02015,GAMBRINUS,SK,2021,20,5,10.9,2.168,4.914,True,65.1,138.1,,64.3,74.7,,,28.9,50.12,77.0
02071,GAMBRINUS,CZ,2021,20,5,10.9,2.168,4.914,True,662.5,1056.0,926.0,1091.0,1396.0,1176.0,1319.0,799.44,543.5,1367.0
02077,GAMBRINUS,SK,2021,20,5,10.9,2.168,4.914,True,398.2,232.1,346.0,498.5,425.2,358.5,226.1,561.6,714.5,531.0
02115,GAMBRINUS,CZ,2021,20,5,10.9,2.168,4.914,True,16240.0,10216.0,15544.0,16024.0,6136.0,5604.0,3794.0,11614.3,11144.0,10981.0
02115,GAMBRINUS,SK,2021,20,5,10.9,2.168,4.914,True,504.8,903.0,570.5,808.5,1038.0,591.0,85.3,506.6,481.8,780.0
02141,GAMBRINUS,CZ,2021,20,5,10.9,2.168,4.914,True,5.6,2.4,157.6,29.92,73.7,282.8,203.2,53.68,219.9,82.0
02170,GAMBRINUS,CZ,2021,20,5,10.9,2.168,4.914,True,,11.43,57.22,35.4,13.86,27.8,119.75,9.9,20.69,35.0
02171,GAMBRINUS,CZ,2021,20,5,10.9,2.168,4.914,True,633.0,1260.0,2832.0,1025.0,1797.0,1455.0,6484.0,4324.08,3642.0,1723.0
02177,GAMBRINUS,CZ,2021,20,5,10.9,2.168,4.914,True,1497.0,440.2,1586.0,482.8,1187.0,2528.0,1742.0,2142.0,2124.0,2003.0
02177,GAMBRINUS,SK,2021,20,5,10.9,2.168,4.914,True,1663.0,1615.0,1670.0,1557.0,1485.0,2031.0,1278.0,2020.2,2330.0,1955.0
02184,GAMBRINUS,SK,2021,20,5,10.9,2.168,4.914,True,,,195.0,41.6,199.6,282.8,216.2,1322.244,1350.0,150.0
02215,GAMBRINUS,CZ,2021,20,5,10.9,2.168,4.914,True,20.0,50.0,276.2,270.0,269.8,235.2,274.8,260.8,254.9,262.0
02815,EXCELENT,CZ,2021,20,5,10.9,2.168,4.914,True,2412.0,2168.0,2692.0,2108.0,1861.0,2886.0,2082.0,1467.6,1875.0,2714.0
02841,EXCELENT,CZ,2021,20,5,10.9,2.168,4.914,True,,,121.25,49.62,86.9,211.1,217.4,64.24,129.8,93.0
02871,EXCELENT,CZ,2021,20,5,10.9,2.168,4.914,True,319.8,230.4,337.0,290.0,366.8,451.5,289.0,1788.96,1653.0,401.0
02877,EXCELENT,CZ,2021,20,5,10.9,2.168,4.914,True,600.0,600.0,75.6,321.8,158.8,56.4,91.7,124.2,373.0,328.0
03015,PRIMUS,CZ,2021,20,5,10.9,2.168,4.914,True,473.2,632.0,1037.0,633.5,1006.0,1100.0,808.0,898.6,1054.0,898.0
03092,PRIMUS,CZ,2021,20,5,10.9,2.168,4.914,True,52.84,49.16,923.5,320.2,251.6,865.5,956.5,450.48,343.5,442.0
03115,KLASIK,CZ,2021,20,5,10.9,2.168,4.914,True,270.2,342.5,1017.5,1233.0,830.5,1256.0,1389.0,922.5,1097.0,1116.0
03515,GAMBRINUS,CZ,2021,20,5,10.9,2.168,4.914,True,35.72,,27.03,4.4,2.2,51.5,123.2,49.5,0.0,28.0
04015,SARIS,SK,2021,20,5,10.9,2.168,4.914,True,431.5,210.5,647.5,443.2,451.8,668.0,317.8,421.5,638.5,709.0
04041,SARIS,SK,2021,20,5,10.9,2.168,4.914,True,,,,,,,,480.0,480.0,292.0
04077,SARIS,SK,2021,20,5,10.9,2.168,4.914,True,300.5,521.0,397.8,236.4,197.9,194.4,197.1,401.04,415.5,292.0
04215,SARIS,SK,2021,20,5,10.9,2.168,4.914,True,2218.0,2828.0,1729.0,2250.0,1841.0,2476.0,1330.0,1772.5,2924.0,2430.0
04271,SARIS,SK,2021,20,5,10.9,2.168,4.914,True,701.0,760.0,267.8,130.8,89.25,342.5,269.0,104.4,137.5,296.0
04277,SARIS,SK,2021,20,5,10.9,2.168,4.914,True,839.0,498.8,852.5,1638.0,1151.0,752.0,333.8,1436.64,1481.0,1220.0
04315,SARIS,SK,2021,20,5,10.9,2.168,4.914,True,18.88,11.625,66.4,50.1,62.1,44.9,64.94,42.2,43.7,64.0
04377,SARIS,SK,2021,20,5,10.9,2.168,4.914,True,9.24,9.24,28.45,43.3,18.0,28.8,11.4,38.64,25.4,37.0
04476,SARIS,SK,2021,20,5,10.9,2.168,4.914,True,53.84,30.66,81.0,45.0,30.72,90.6,117.75,32.28,68.8,62.0
04515,SMADNY MNICH,SK,2021,20,5,10.9,2.168,4.914,True,372.0,195.4,,687.0,1069.0,1722.0,1179.0,844.5,1140.0,974.0
04585,SMADNY MNICH,SK,2021,20,5,10.9,2.168,4.914,True,533.5,806.5,,2620.0,1815.0,1443.0,1349.0,1232.88,1858.0,1862.0
04590,SMADNY MNICH,SK,2021,20,5,10.9,2.168,4.914,True,468.2,606.0,,1134.0,1444.0,1709.0,757.5,844.92,957.0,1271.0
04976,SARIS,SK,2021,20,5,10.9,2.168,4.914,True,81.6,40.12,110.56,89.4,42.12,129.8,,111.24,94.44,90.0
05015,RADEGAST,CZ,2021,20,5,10.9,2.168,4.914,True,1978.0,3632.0,6200.0,4530.0,4840.0,6588.0,5180.0,4211.9,5676.0,5945.0
05015,RADEGAST,SK,2021,20,5,10.9,2.168,4.914,True,99.8,29.22,,107.3,136.0,,,270.8,185.9,229.0
05071,RADEGAST,CZ,2021,20,5,10.9,2.168,4.914,True,1716.0,4026.0,2034.0,2498.0,6056.0,1901.0,2364.0,1516.44,1244.0,2545.0
05077,RADEGAST,SK,2021,20,5,10.9,2.168,4.914,True,276.2,152.4,236.0,437.0,363.8,,,509.64,339.0,464.0
05115,RADEGAST,CZ,2021,20,5,10.9,2.168,4.914,True,6628.0,7840.0,10220.0,10530.0,4424.0,5536.0,3058.0,6914.0,6360.0,7081.0
05141,RADEGAST,CZ,2021,20,5,10.9,2.168,4.914,True,5.6,2.4,117.94,92.5,102.56,142.2,105.2,105.64,154.1,126.0
05171,RADEGAST,CZ,2021,20,5,10.9,2.168,4.914,True,1034.0,845.5,1194.0,1563.0,2020.0,1038.0,1386.0,3869.76,3602.0,1532.0
05177,RADEGAST,CZ,2021,20,5,10.9,2.168,4.914,True,909.0,508.8,550.5,481.8,548.5,1121.0,839.0,1868.04,865.0,997.0
05215,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,947.0,1330.0,3886.0,1585.0,1751.0,984.5,5970.0,1428.7,1045.0,1735.0
05215,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,120.0,136.2,334.8,255.1,276.8,126.3,285.8,220.2,156.4,279.0
05216,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,74.5,74.5,160.4,90.75,33.6,13.15,141.1,109.4544,31.31,92.0
05225,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,3.146,2.193,,10.85,16.88,2.93,20.11,17.8992,11.48,12.0
05241,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,,,88.3,36.16,38.72,101.1,59.72,33.44,86.0,48.0
05270,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,,17.14,7.41,57.34,62.1,26.92,97.9,51.4008,38.16,52.0
05270,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,,,,,11.086,,,3.7224,3.0,48.0
05276,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,679.5,1118.0,1585.0,1281.0,2258.0,1407.0,913.5,1111.8,984.0,1418.0
05276,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,1526.0,850.0,867.0,756.5,1028.0,794.5,1452.0,609.36,612.0,1131.0
05315,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,49.47,92.56,220.8,117.7,136.8,101.8,455.8,92.0,102.4,135.0
05376,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,100.7,203.6,215.4,132.6,291.8,222.5,258.5,120.84,92.3,196.0
05376,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,901.0,64.94,53.03,18.84,66.1,16.31,20.52,24.96,17.0,141.0
05415,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,2.857,15.71,58.16,44.0,40.5,58.9,37.2,55.0,49.0,45.0
05515,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,299.8,426.8,970.5,657.0,614.5,444.5,1671.0,524.7,333.0,871.0
05516,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,19.64,19.64,53.28,37.84,8.0,5.305,46.66,30.0168,11.45,27.0
05576,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,167.4,311.0,230.2,229.0,526.0,218.2,107.75,227.76,204.8,273.0
05576,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,906.5,71.44,51.9,22.44,75.1,27.6,33.84,19.8,26.77,152.0
05615,RADEGAST,CZ,2021,20,5,10.9,2.168,4.914,True,1879.0,926.0,958.5,1391.0,885.5,1012.5,,884.2,981.0,1463.0
05677,RADEGAST,CZ,2021,20,5,10.9,2.168,4.914,True,358.5,427.5,111.56,393.2,633.5,50.53,,349.08,259.2,416.0
05715,RADEGAST,CZ,2021,20,5,10.9,2.168,4.914,True,285.8,95.25,283.0,52.2,75.1,127.5,260.8,304.4,177.5,178.0
05915,RADEGAST,CZ,2021,20,5,10.9,2.168,4.914,True,78.56,75.7,,45.8,122.1,,,88.7,80.0,90.0
06015,KOZEL,CZ,2021,20,5,10.9,2.168,4.914,True,836.0,179.0,705.5,983.5,241.9,463.5,445.0,368.7,470.0,855.0
06077,KOZEL,CZ,2021,20,5,10.9,2.168,4.914,True,264.0,304.2,221.4,284.2,324.0,309.0,,223.2,275.0,308.0
06077,KOZEL,SK,2021,20,5,10.9,2.168,4.914,True,339.2,95.1,127.56,96.5,139.8,154.9,38.62,233.64,118.75,181.0
06115,KOZEL,CZ,2021,20,5,10.9,2.168,4.914,True,4010.0,9730.0,6720.0,5400.0,11430.0,11144.0,11420.0,3159.2,4760.0,6095.0
06115,KOZEL,SK,2021,20,5,10.9,2.168,4.914,True,389.8,326.5,399.0,306.8,297.5,459.0,307.2,723.7,745.5,405.0
06141,KOZEL,CZ,2021,20,5,10.9,2.168,4.914,True,,,136.0,89.25,129.5,256.0,176.9,63.84,129.2,139.0
06171,KOZEL,CZ,2021,20,5,10.9,2.168,4.914,True,995.0,446.2,1606.0,572.0,1045.0,1756.0,623.5,689.28,1360.0,1362.0
06177,KOZEL,CZ,2021,20,5,10.9,2.168,4.914,True,1065.0,909.5,912.5,1148.0,458.0,576.5,654.0,1287.0,887.0,931.0
06177,KOZEL,SK,2021,20,5,10.9,2.168,4.914,True,2316.0,2110.0,2616.0,2840.0,2682.0,3856.0,543.0,3128.76,3308.0,3022.0
06184,KOZEL,CZ,2021,20,5,10.9,2.168,4.914,True,1200.0,1200.0,997.0,1162.0,573.0,537.5,1436.0,757.68,1400.0,1058.0
06185,KOZEL,SK,2021,20,5,10.9,2.168,4.914,True,1500.0,,310.0,1297.0,565.5,815.0,74.9,623.7,99.0,661.0
06190,KOZEL,CZ,2021,20,5,10.9,2.168,4.914,True,,66.7,546.5,395.8,402.0,699.0,481.5,207.0,417.0,457.0
06190,KOZEL,SK,2021,20,5,10.9,2.168,4.914,True,816.0,654.5,821.0,1890.0,1005.5,2582.0,1031.0,1512.0,1436.0,1537.0
06215,KOZEL,CZ,2021,20,5,10.9,2.168,4.914,True,287.0,153.8,454.0,271.5,311.5,478.5,488.2,361.7,467.0,405.0
06271,KOZEL,CZ,2021,20,5,10.9,2.168,4.914,True,221.1,195.9,435.8,223.0,221.4,281.8,360.5,270.36,173.5,329.0
06276,KOZEL,SK,2021,20,5,10.9,2.168,4.914,True,15.055,15.055,57.38,139.1,32.16,109.2,40.3,91.56,44.0,115.0
06315,KOZEL,CZ,2021,20,5,10.9,2.168,4.914,True,270.0,264.2,57.5,221.8,76.6,32.6,23.5,47.3,10.0,185.0
06415,KOZEL,CZ,2021,20,5,10.9,2.168,4.914,True,3.0,2.143,,48.0,14.5,,,19.8,50.0,53.0
06515,KOZEL,CZ,2021,20,5,10.9,2.168,4.914,True,5284.0,1465.0,5710.0,3180.0,5156.0,5116.0,2528.0,8543.6,9384.0,6417.0
06515,KOZEL,SK,2021,20,5,10.9,2.168,4.914,True,4.484,3.236,16.66,12.5,10.1,15.7,17.2,22.2,15.7,17.0
06541,KOZEL,CZ,2021,20,5,10.9,2.168,4.914,True,,,75.5,65.44,77.4,107.5,63.75,82.0,110.2,78.0
06571,KOZEL,CZ,2021,20,5,10.9,2.168,4.914,True,1265.0,1753.0,1656.0,1611.0,1402.0,2248.0,897.5,1299.72,1940.0,1759.0
06571,KOZEL,SK,2021,20,5,10.9,2.168,4.914,True,5.13,5.13,37.56,59.75,284.5,48.25,42.12,45.96,38.1,89.0
06576,KOZEL,SK,2021,20,5,10.9,2.168,4.914,True,,,,,,,,682.56,691.0,355.0
06577,KOZEL,CZ,2021,20,5,10.9,2.168,4.914,True,2100.0,2100.0,714.5,2232.0,1374.0,1305.0,400.0,2382.48,1992.0,1840.0
06577,KOZEL,SK,2021,20,5,10.9,2.168,4.914,True,128.4,92.7,101.1,45.12,56.03,137.8,30.48,101.04,77.8,86.0
06615,KOZEL,CZ,2021,20,5,10.9,2.168,4.914,True,258.8,175.9,393.5,168.8,358.8,312.2,390.5,936.6,952.5,323.0
06676,KOZEL,SK,2021,20,5,10.9,2.168,4.914,True,,,,,,,,682.56,691.0,353.0
06677,KOZEL,SK,2021,20,5,10.9,2.168,4.914,True,82.3,57.56,50.28,33.38,108.1,48.25,27.84,162.6,40.3,66.0
06715,KOZEL,CZ,2021,20,5,10.9,2.168,4.914,True,3.0,2.143,,61.1,24.8,,,32.0,64.0,63.0
07015,TOPVAR,SK,2021,20,5,10.9,2.168,4.914,True,53.34,53.62,91.8,83.8,78.9,70.8,89.9,48.7,71.7,85.0
07082,TOPVAR,SK,2021,20,5,10.9,2.168,4.914,True,1.36,1.36,61.12,8.76,21.12,25.08,202.5,9.12,15.48,24.0
07215,TOPVAR,SK,2021,20,5,10.9,2.168,4.914,True,104.0,103.8,206.4,131.8,158.2,182.2,183.5,144.6,199.6,172.0
07282,TOPVAR,SK,2021,20,5,10.9,2.168,4.914,True,1.36,1.36,23.62,10.32,19.31,25.31,201.0,9.48,16.69,20.0
11070,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,,,,,11.086,,,5.3856,3.0,48.0
11074,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,,,,85.56,21.39,,,142.56,100.0,63.0
11076,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,1382.0,1189.0,82.1,1535.0,2140.0,2800.0,2088.0,1390.56,1632.0,2086.0
11076,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,982.5,160.2,,295.2,362.8,484.8,301.8,232.8,316.5,555.0
11215,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,129.1,128.5,201.8,235.1,227.9,125.0,210.8,230.8,162.4,209.0
11216,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,,,8.984,20.2,4.594,5.86,,13.068,9.03,15.0
11238,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,0.3809,,2.371,4.277,4.434,0.713,5.305,6.2568,4.0,6.0
11270,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,,,,,11.086,,,12.9096,4.0,46.0
11274,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,,,,92.7,64.1,,,178.2,100.0,89.0
11276,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,1530.0,1322.0,89.6,2194.0,2572.0,3288.0,2100.0,1696.2,2162.0,2585.0
11276,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,2342.0,1134.0,1243.0,1951.0,1631.0,1370.0,1320.0,1271.4,1363.0,1872.0
11376,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,454.5,402.5,6.92,536.5,718.5,1181.0,293.8,471.6,476.2,643.0
11376,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,1133.0,233.1,216.8,152.4,241.9,240.9,294.5,152.04,152.9,367.0
11467,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,,,,4.176,60.0,,,105.984,0.0,30.0
11467,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,,,,,,,,8.64,0.0,67.0
11476,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,427.5,377.5,27.88,265.0,157.6,919.5,,117.24,247.0,382.0
11476,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,949.0,88.4,132.1,31.44,95.25,75.25,17.4,23.04,23.16,155.0
11576,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,627.5,531.0,8.29,867.0,1011.0,1550.0,,708.6,741.5,1013.0
11576,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,1163.0,233.5,316.2,163.2,218.9,196.9,17.4,204.48,174.8,405.0
11676,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,302.2,292.0,24.12,313.8,243.6,413.2,,167.16,255.5,284.0
11676,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,1018.0,147.2,208.0,50.62,123.8,130.4,17.4,45.84,70.2,194.0
11767,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,,,,,,8.4,,5.76,0.0,26.0
11776,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,308.8,275.2,23.0,291.0,250.5,473.8,,158.04,239.1,292.0
11776,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,1059.0,300.0,267.0,78.8,159.0,223.6,,109.08,80.94,277.0
11867,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,,,,,,8.35,,2.4,0.0,26.0
11876,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,268.0,226.4,15.23,224.6,181.6,470.8,,109.92,225.5,251.0
11876,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,993.0,124.9,205.1,56.03,112.2,202.0,,27.0,51.75,199.0
12570,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,,,,,11.086,,,12.8304,3.0,35.0
12574,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,,,,42.78,28.52,,,128.304,80.0,50.0
12576,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,1125.0,911.0,51.7,1484.0,1888.0,2596.0,1866.0,1329.84,1471.0,1919.0
12576,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,1184.0,298.5,491.8,288.5,379.5,747.5,349.8,285.6,229.4,716.0
12815,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,50.3,97.5,,89.4,134.2,,,75.0,82.0,110.0
12815,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,,,,2.2,3.2,,,1.3,15.0,6.0
12876,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,,,,36.97,49.56,,,9.0,0.0,44.0
12876,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,52.0,159.4,,148.1,183.9,,,66.36,68.25,142.0
12915,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,44.12,102.75,,88.3,108.7,,,62.9,84.0,99.0
12915,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,,,,1.6,1.2,,,1.6,15.0,6.0
12976,BIRELL,CZ,2021,20,5,10.9,2.168,4.914,True,,,,37.3,45.38,,,8.88,0.0,44.0
12976,BIRELL,SK,2021,20,5,10.9,2.168,4.914,True,51.25,80.06,,151.4,107.06,,,70.2,33.12,151.0
13038,FRISCO,SK,2021,20,5,10.9,2.168,4.914,True,,,1.444,0.554,1.029,0.95,2.178,0.6732,0.277,0.0
13074,FRISCO,SK,2021,20,5,10.9,2.168,4.914,True,21.42,,9.95,40.62,3.96,11.086,,43.0056,54.78,28.0
13138,FRISCO,SK,2021,20,5,10.9,2.168,4.914,True,,,1.196,0.6733,0.713,0.634,1.307,0.594,0.634,1.0
13174,FRISCO,SK,2021,20,5,10.9,2.168,4.914,True,,,11.07,22.58,0.475,11.086,,53.3808,43.88,10.0
13338,FRISCO,CZ,2021,20,5,10.9,2.168,4.914,True,176.6,58.97,6.47,311.2,94.2,205.6,139.4,225.3636,245.9,186.0
13374,FRISCO,CZ,2021,20,5,10.9,2.168,4.914,True,42.34,41.88,66.2,26.06,24.88,14.734,,27.1656,28.06,30.0
13438,FRISCO,CZ,2021,20,5,10.9,2.168,4.914,True,140.6,93.5,11.19,531.5,143.6,350.8,225.8,396.0,428.0,238.0
13474,FRISCO,CZ,2021,20,5,10.9,2.168,4.914,True,46.47,44.53,89.5,82.6,73.3,24.0,,76.9824,66.5,82.0
13538,FRISCO,CZ,2021,20,5,10.9,2.168,4.914,True,129.6,36.38,2.27,243.1,54.12,178.5,99.06,154.7568,185.8,148.0
13638,FRISCO,CZ,2021,20,5,10.9,2.168,4.914,True,146.1,88.2,9.68,455.2,148.9,360.8,216.0,364.8348,396.0,233.0
13638,FRISCO,SK,2021,20,5,10.9,2.168,4.914,True,,,1.803,5.227,1.465,1.228,2.336,1.3464,1.228,2.0
13674,FRISCO,CZ,2021,20,5,10.9,2.168,4.914,True,46.7,50.03,79.9,82.4,90.8,17.03,,88.7832,71.2,85.0
13674,FRISCO,SK,2021,20,5,10.9,2.168,4.914,True,21.42,,11.445,41.75,10.45,11.25,,67.5576,61.38,29.0
13738,FRISCO,CZ,2021,20,5,10.9,2.168,4.914,True,248.1,239.2,69.3,542.0,154.5,409.0,186.0,131.868,188.9,313.0
13738,FRISCO,SK,2021,20,5,10.9,2.168,4.914,True,0.3845,0.3845,8.19,0.871,0.9106,5.027,8.27,4.2768,2.871,2.0
13774,FRISCO,SK,2021,20,5,10.9,2.168,4.914,True,,,19.56,44.5,1.426,13.15,,38.412,54.1,22.0
13838,FRISCO,CZ,2021,20,5,10.9,2.168,4.914,True,233.0,216.5,201.0,517.5,141.2,264.0,,125.4132,164.5,270.0
13938,FRISCO,CZ,2021,20,5,10.9,2.168,4.914,True,219.0,198.1,120.1,464.2,153.6,101.75,,125.532,150.4,236.0
14038,FRISCO,CZ,2021,20,5,10.9,2.168,4.914,True,84.5,117.75,,268.8,108.1,,,213.9984,161.5,169.0
15060,KINGSWOOD,CZ,2021,20,5,10.9,2.168,4.914,True,106.1,99.5,137.1,88.75,66.4,199.0,208.8,109.584,69.0,112.0
15070,KINGSWOOD,CZ,2021,20,5,10.9,2.168,4.914,True,29.06,44.2,,47.44,304.0,35.0,30.02,53.1432,68.0,73.0
15160,KINGSWOOD,CZ,2021,20,5,10.9,2.168,4.914,True,48.2,47.28,34.88,29.47,29.61,85.3,45.4,26.208,27.0,37.0
15170,KINGSWOOD,CZ,2021,20,5,10.9,2.168,4.914,True,29.06,44.2,,16.8,226.4,1.98,10.22,13.86,44.3,51.0
15260,KINGSWOOD,CZ,2021,20,5,10.9,2.168,4.914,True,37.56,38.06,39.25,23.56,20.36,88.9,56.25,26.304,24.77,32.0
15270,KINGSWOOD,CZ,2021,20,5,10.9,2.168,4.914,True,29.06,43.0,72.5,22.4,212.5,12.83,12.12,26.2944,39.03,58.0
15438,KINGSWOOD,CZ,2021,20,5,10.9,2.168,4.914,True,35.72,,,6.85,18.73,,,27.6408,41.0,37.0
16375,CAPTAIN JACK,SK,2021,20,5,10.9,2.168,4.914,True,41.53,65.6,,110.56,149.0,,,93.3768,67.5,136.0
16475,CAPTAIN JACK,SK,2021,20,5,10.9,2.168,4.914,True,39.94,59.6,,44.12,114.8,,,63.9144,43.8,69.0
17551,VIPER,CZ,2021,20,5,10.9,2.168,4.914,True,,,,0.594,,,,0.3168,0.5005,66.0
17651,VIPER,CZ,2021,20,5,10.9,2.168,4.914,True,,,,0.713,0.0792,,,0.0396,0.5005,20.0
18076,SMADNY MNICH,SK,2021,20,5,10.9,2.168,4.914,True,476.2,77.94,164.9,483.2,126.6,139.5,358.0,114.84,159.4,288.0
18276,SMADNY MNICH,SK,2021,20,5,10.9,2.168,4.914,True,286.2,55.28,83.4,289.0,80.5,108.0,86.6,11.16,99.6,181.0
01015,PILSNER URQUELL,CZ,2021,21,5,10.92,1.405,5.004,False,8136.0,6944.0,7880.0,4276.0,11720.0,13690.0,4096.0,6409.6,5908.0,8888.0
01015,PILSNER URQUELL,SK,2021,21,5,10.92,1.405,5.004,False,663.0,1176.0,1982.0,1961.0,1714.0,2658.0,691.5,1965.5,2974.0,1926.0
01016,PILSNER URQUELL,CZ,2021,21,5,10.92,1.405,5.004,False,35.72,125.0,282.0,160.9,229.2,110.6,198.1,246.4704,192.1,186.0
01016,PILSNER URQUELL,SK,2021,21,5,10.92,1.405,5.004,False,40.0,29.86,58.25,49.8,75.5,35.47,93.94,48.4704,67.44,52.0
01027,PILSNER URQUELL,CZ,2021,21,5,10.92,1.405,5.004,False,3.572,12.5,14.3,16.0,14.734,12.04,12.91,16.4736,17.94,18.0
01041,PILSNER URQUELL,CZ,2021,21,5,10.92,1.405,5.004,False,69.7,155.6,324.0,594.5,265.2,873.0,891.0,350.52000000000004,317.5,522.0
01070,PILSNER URQUELL,CZ,2021,21,5,10.92,1.405,5.004,False,113.44,42.0,221.2,527.5,117.9,124.1,729.0,196.02,156.8,234.0
01070,PILSNER URQUELL,SK,2021,21,5,10.92,1.405,5.004,False,5.137,15.85,14.125,12.99,13.55,11.33,34.44,20.8296,5.69,14.0
01071,PILSNER URQUELL,CZ,2021,21,5,10.92,1.405,5.004,False,1221.0,472.0,1831.0,1357.0,1077.0,1007.5,1374.0,1271.76,1884.0,1937.0
01076,PILSNER URQUELL,SK,2021,21,5,10.92,1.405,5.004,False,31.53,1018.0,,22.8,1280.0,527.0,0.48,31.32,0.0,343.0
