SkuShort,Brand,Country,Year,Week,NumberWorkdays,AvgTemp,AvgRain,AvgSun,IsLockdown,PdtHl,PrevWeekPdtHl1,BgtHl,PrevWeekSalesHl1,PrevWeekSalesHl2,PrevYearSalesHl1,PrevYearSalesHl2,TrueSalesHl,PredSalesHl_Classic,PredSalesHl_ML
06177,KOZEL,SK,2021,17,5,7.617,6.863,5.58,True,2314.0,2450.0,2562.0,3122.0,2516.0,2776.0,3042.0,3507.12,2434.0,2896.0
06184,KOZEL,CZ,2021,17,5,7.617,6.863,5.58,True,857.0,,499.8,275.2,210.2,3004.0,628.5,871.992,1731.0,1249.0
06185,KOZEL,SK,2021,17,5,7.617,6.863,5.58,True,,,640.5,399.2,232.9,457.0,257.8,249.48,200.0,438.0
06190,KOZEL,CZ,2021,17,5,7.617,6.863,5.58,True,260.5,143.6,372.2,813.5,781.0,648.5,637.5,1340.19,804.0,730.0
06190,KOZEL,SK,2021,17,5,7.617,6.863,5.58,True,712.5,1324.0,1090.0,1101.0,1225.0,1124.0,530.0,662.13,641.5,1105.0
06215,KOZEL,CZ,2021,17,5,7.617,6.863,5.58,True,436.2,170.8,518.0,366.5,352.5,586.0,497.0,633.4,717.5,591.0
06271,KOZEL,CZ,2021,17,5,7.617,6.863,5.58,True,131.1,99.6,305.8,130.9,136.4,110.6,223.1,213.12,339.0,204.0
06276,KOZEL,SK,2021,17,5,7.617,6.863,5.58,True,20.5,30.31,56.1,57.38,62.28,53.16,104.6,55.32,47.38,62.0
06315,KOZEL,CZ,2021,17,5,7.617,6.863,5.58,True,110.0,385.0,207.5,142.9,232.2,438.0,31.7,63.0,43.0,198.0
06515,KOZEL,CZ,2021,17,5,7.617,6.863,5.58,True,6010.0,3186.0,4772.0,3350.0,6652.0,6508.0,4336.0,10001.1,10376.0,7894.0
06515,KOZEL,SK,2021,17,5,7.617,6.863,5.58,True,1.32,1.787,15.97,12.1,7.3,13.9,15.9,17.5,13.9,16.0
06541,KOZEL,CZ,2021,17,5,7.617,6.863,5.58,True,,,72.7,83.5,86.06,85.56,82.2,89.72,85.4,101.0
06571,KOZEL,CZ,2021,17,5,7.617,6.863,5.58,True,1214.0,990.0,1137.0,1308.0,1162.0,2214.0,951.5,5506.32,4880.0,1599.0
06571,KOZEL,SK,2021,17,5,7.617,6.863,5.58,True,4.77,5.11,36.62,32.88,20.05,67.2,42.25,25.68,41.66,33.0
06577,KOZEL,CZ,2021,17,5,7.617,6.863,5.58,True,1500.0,,520.5,295.8,1278.0,1041.0,280.5,1641.48,1586.0,1376.0
06577,KOZEL,SK,2021,17,5,7.617,6.863,5.58,True,6.75,51.44,275.0,270.5,69.0,82.94,203.9,36.72,73.25,180.0
06615,KOZEL,CZ,2021,17,5,7.617,6.863,5.58,True,517.5,296.0,315.0,207.9,357.8,443.5,183.8,865.2,813.5,409.0
06677,KOZEL,SK,2021,17,5,7.617,6.863,5.58,True,4.652,26.83,221.0,47.62,18.23,39.97,66.75,63.84,40.1,60.0
06715,KOZEL,CZ,2021,17,5,7.617,6.863,5.58,True,,,,,,,,35.9,0.0,240.0
07015,TOPVAR,SK,2021,17,5,7.617,6.863,5.58,True,38.88,38.38,83.9,51.2,57.0,111.6,100.1,71.2,65.9,62.0
07082,TOPVAR,SK,2021,17,5,7.617,6.863,5.58,True,30.98,23.89,15.75,15.12,19.44,79.8,18.6,23.04,14.0,24.0
07215,TOPVAR,SK,2021,17,5,7.617,6.863,5.58,True,94.1,106.9,209.1,146.8,154.5,231.2,185.5,187.8,158.6,199.0
07282,TOPVAR,SK,2021,17,5,7.617,6.863,5.58,True,38.25,24.34,67.56,12.24,20.88,28.08,19.08,21.48,28.08,27.0
11076,BIRELL,CZ,2021,17,5,7.617,6.863,5.58,True,440.0,425.2,,2710.0,900.5,3894.0,2646.0,2263.56,1413.0,2207.0
11076,BIRELL,SK,2021,17,5,7.617,6.863,5.58,True,74.25,219.6,,130.9,138.5,380.2,452.0,211.92,85.6,153.0
11215,BIRELL,SK,2021,17,5,7.617,6.863,5.58,True,69.6,44.9,242.6,105.7,37.5,12.6,305.8,133.5,103.2,109.0
11216,BIRELL,CZ,2021,17,5,7.617,6.863,5.58,True,1.333,1.866,8.32,1.9,8.4,2.139,,3.0096,1.426,8.0
11238,BIRELL,SK,2021,17,5,7.617,6.863,5.58,True,,,2.05,0.95,0.0792,0.0792,5.266,3.564,2.0,1.0
11276,BIRELL,CZ,2021,17,5,7.617,6.863,5.58,True,1035.0,757.0,79.5,3332.0,1244.0,4612.0,2752.0,2787.6,2878.0,2665.0
11276,BIRELL,SK,2021,17,5,7.617,6.863,5.58,True,481.2,567.0,1030.0,1256.0,792.0,1493.0,1151.0,827.76,709.0,1261.0
11376,BIRELL,CZ,2021,17,5,7.617,6.863,5.58,True,403.8,373.8,7.184,1015.5,367.2,1757.0,631.5,870.12,837.5,980.0
11376,BIRELL,SK,2021,17,5,7.617,6.863,5.58,True,62.9,89.25,170.6,66.1,84.94,178.4,513.0,68.16,92.75,87.0
11467,BIRELL,CZ,2021,17,5,7.617,6.863,5.58,True,,,,,,79.06,,0.336,0.0,90.0
11476,BIRELL,CZ,2021,17,5,7.617,6.863,5.58,True,437.8,269.8,25.06,480.2,118.06,1005.5,,213.0,296.2,424.0
11476,BIRELL,SK,2021,17,5,7.617,6.863,5.58,True,32.75,35.53,135.2,14.52,33.6,607.0,,5.16,17.95,41.0
11576,BIRELL,CZ,2021,17,5,7.617,6.863,5.58,True,565.5,470.5,7.45,1175.0,461.8,1966.0,,1078.2,1035.0,1110.0
11576,BIRELL,SK,2021,17,5,7.617,6.863,5.58,True,56.06,100.4,134.0,503.2,99.4,241.0,,78.72,81.8,165.0
11676,BIRELL,CZ,2021,17,5,7.617,6.863,5.58,True,352.2,211.2,21.7,513.5,200.4,564.5,,256.2,262.2,387.0
11676,BIRELL,SK,2021,17,5,7.617,6.863,5.58,True,38.7,43.47,196.8,32.53,31.8,525.0,,45.36,39.47,57.0
11767,BIRELL,CZ,2021,17,5,7.617,6.863,5.58,True,,,,,,,,0.336,0.0,77.0
11776,BIRELL,CZ,2021,17,5,7.617,6.863,5.58,True,357.0,210.0,20.69,460.5,175.9,693.0,,243.6,246.8,351.0
11776,BIRELL,SK,2021,17,5,7.617,6.863,5.58,True,88.94,82.56,226.8,449.2,40.44,544.5,,115.2,38.4,169.0
11867,BIRELL,CZ,2021,17,5,7.617,6.863,5.58,True,,,,,,,,0.336,0.0,77.0
11876,BIRELL,CZ,2021,17,5,7.617,6.863,5.58,True,319.2,185.5,13.695,408.0,166.5,534.0,,181.92,152.9,298.0
11876,BIRELL,SK,2021,17,5,7.617,6.863,5.58,True,44.34,62.6,211.8,30.95,24.95,544.5,,35.52,27.4,53.0
12080,BIRELL,CZ,2021,17,5,7.617,6.863,5.58,True,,,,0.048,,79.94,127.9,0.096,0.0,40.0
12576,BIRELL,CZ,2021,17,5,7.617,6.863,5.58,True,933.5,652.5,45.6,2184.0,851.0,3472.0,2380.0,2129.88,2168.0,2190.0
12576,BIRELL,SK,2021,17,5,7.617,6.863,5.58,True,196.8,170.2,275.2,179.6,137.2,361.0,439.2,313.92,94.94,221.0
12815,BIRELL,CZ,2021,17,5,7.617,6.863,5.58,True,64.4,98.5,,200.8,102.3,,,61.6,214.1,147.0
12815,BIRELL,SK,2021,17,5,7.617,6.863,5.58,True,,,,0.1,0.1,,,0.8,10.0,6.0
12876,BIRELL,CZ,2021,17,5,7.617,6.863,5.58,True,,,,0.84,18.23,,,52.8,0.0,13.0
12876,BIRELL,SK,2021,17,5,7.617,6.863,5.58,True,24.47,19.06,,88.06,34.56,,,156.36,51.0,66.0
12915,BIRELL,CZ,2021,17,5,7.617,6.863,5.58,True,67.94,142.8,,264.5,156.8,,,76.5,232.0,165.0
12915,BIRELL,SK,2021,17,5,7.617,6.863,5.58,True,,,,0.3,0.2,,,0.9,10.0,3.0
12976,BIRELL,CZ,2021,17,5,7.617,6.863,5.58,True,,,,0.72,11.4,,,87.0,0.0,12.0
12976,BIRELL,SK,2021,17,5,7.617,6.863,5.58,True,24.84,19.44,,42.97,28.8,,,127.08,21.95,44.0
13038,FRISCO,SK,2021,17,5,7.617,6.863,5.58,True,,,1.207,0.4355,0.2375,0.475,0.99,2.6136,0.277,0.0
13074,FRISCO,SK,2021,17,5,7.617,6.863,5.58,True,,,10.055,2.377,13.23,,,4.4352,2.793,9.0
13138,FRISCO,SK,2021,17,5,7.617,6.863,5.58,True,,,1.122,0.3564,0.1584,0.4355,1.188,1.782,0.4355,0.0
13174,FRISCO,SK,2021,17,5,7.617,6.863,5.58,True,,,9.5,0.475,3.088,,,0.6336,0.8706,7.0
13338,FRISCO,CZ,2021,17,5,7.617,6.863,5.58,True,119.4,119.06,6.3,133.5,74.6,338.0,319.8,189.288,148.2,143.0
13374,FRISCO,CZ,2021,17,5,7.617,6.863,5.58,True,53.78,25.2,56.88,33.97,7.92,0.2375,,31.3632,43.47,29.0
13438,FRISCO,CZ,2021,17,5,7.617,6.863,5.58,True,181.4,133.9,11.89,205.0,113.56,508.5,614.0,323.4924,209.0,190.0
13474,FRISCO,CZ,2021,17,5,7.617,6.863,5.58,True,54.22,118.2,70.3,168.2,37.94,0.554,,57.2616,134.4,112.0
13538,FRISCO,CZ,2021,17,5,7.617,6.863,5.58,True,89.44,84.75,2.492,98.7,47.6,239.4,210.2,103.6728,119.8,94.0
13638,FRISCO,CZ,2021,17,5,7.617,6.863,5.58,True,152.0,125.56,9.266,246.9,133.2,508.2,444.0,349.3908,238.4,200.0
13638,FRISCO,SK,2021,17,5,7.617,6.863,5.58,True,,,2.047,4.277,0.594,0.634,2.178,3.2076,0.5537,1.0
13674,FRISCO,CZ,2021,17,5,7.617,6.863,5.58,True,54.28,25.2,68.1,65.44,51.25,0.0792,,114.048,113.1,58.0
13674,FRISCO,SK,2021,17,5,7.617,6.863,5.58,True,,,12.23,3.326,48.3,,,19.5624,4.375,21.0
13738,FRISCO,CZ,2021,17,5,7.617,6.863,5.58,True,150.9,106.8,46.9,650.5,144.9,503.0,65.7,327.1752,271.2,285.0
13738,FRISCO,SK,2021,17,5,7.617,6.863,5.58,True,0.3845,0.3845,5.9,0.396,0.8315,6.652,12.48,7.6428,4.754,2.0
13774,FRISCO,SK,2021,17,5,7.617,6.863,5.58,True,,,16.86,8.48,25.5,,,7.92,11.11,13.0
13838,FRISCO,CZ,2021,17,5,7.617,6.863,5.58,True,144.4,108.94,177.0,435.8,104.6,59.12,,237.0456,130.1,186.0
13938,FRISCO,CZ,2021,17,5,7.617,6.863,5.58,True,134.1,107.5,124.5,380.0,109.0,53.3,,255.5388,126.2,167.0
14038,FRISCO,CZ,2021,17,5,7.617,6.863,5.58,True,35.1,,,22.5,8.95,,,103.4748,117.4,32.0
15060,KINGSWOOD,CZ,2021,17,5,7.617,6.863,5.58,True,20.33,,130.2,12.58,13.97,155.4,504.8,44.016,42.0,33.0
15070,KINGSWOOD,CZ,2021,17,5,7.617,6.863,5.58,True,40.0,34.62,,72.56,88.8,28.98,23.77,65.8944,77.0,85.0
15160,KINGSWOOD,CZ,2021,17,5,7.617,6.863,5.58,True,9.484,,23.23,3.648,4.414,71.25,271.8,14.688,13.0,14.0
15170,KINGSWOOD,CZ,2021,17,5,7.617,6.863,5.58,True,38.6,30.4,,32.72,33.34,2.297,7.92,43.7976,58.53,40.0
15260,KINGSWOOD,CZ,2021,17,5,7.617,6.863,5.58,True,7.87,,26.11,4.03,8.64,91.5,291.5,9.936,13.87,17.0
15270,KINGSWOOD,CZ,2021,17,5,7.617,6.863,5.58,True,36.4,31.67,75.9,55.44,68.7,14.65,10.45,44.1144,47.4,62.0
15438,KINGSWOOD,CZ,2021,17,5,7.617,6.863,5.58,True,,,,0.8315,0.317,,,7.8012,15.0,17.0
16375,CAPTAIN JACK,SK,2021,17,5,7.617,6.863,5.58,True,12.6,17.39,,43.8,58.53,,,134.1648,65.5,46.0
16475,CAPTAIN JACK,SK,2021,17,5,7.617,6.863,5.58,True,12.6,17.39,,39.53,49.03,,,108.9792,63.88,41.0
18076,SMADNY MNICH,SK,2021,17,5,7.617,6.863,5.58,True,27.69,2.71,141.0,37.8,55.2,248.6,563.0,267.72,238.1,65.0
18276,SMADNY MNICH,SK,2021,17,5,7.617,6.863,5.58,True,15.75,1.475,83.2,20.05,75.8,113.25,113.75,197.52,167.2,46.0
01015,PILSNER URQUELL,CZ,2021,18,5,9.375,1.067,7.137,True,3522.0,5030.0,7880.0,4844.0,5996.0,6904.0,2426.0,4753.1,4836.0,7019.0
01015,PILSNER URQUELL,SK,2021,18,5,9.375,1.067,7.137,True,1118.0,414.2,1982.0,1294.0,1935.0,2286.0,1708.0,1505.2,1926.0,2226.0
01016,PILSNER URQUELL,CZ,2021,18,5,9.375,1.067,7.137,True,150.0,,282.0,92.8,75.5,246.9,403.0,170.8344,88.6,199.0
01016,PILSNER URQUELL,SK,2021,18,5,9.375,1.067,7.137,True,10.61,3.232,58.25,63.84,61.47,3.088,79.2,47.8368,20.05,64.0
01027,PILSNER URQUELL,CZ,2021,18,5,9.375,1.067,7.137,True,12.5,8.93,14.3,21.55,11.41,9.82,9.98,13.464,8.92,23.0
01041,PILSNER URQUELL,CZ,2021,18,5,9.375,1.067,7.137,True,5000.0,,324.0,3598.0,436.5,433.8,500.5,2360.28,1758.0,1276.0
01041,PILSNER URQUELL,SK,2021,18,5,9.375,1.067,7.137,True,,,32.5,,,40.0,16.8,128.0,128.0,195.0
01070,PILSNER URQUELL,CZ,2021,18,5,9.375,1.067,7.137,True,57.34,64.9,221.2,117.56,110.5,133.8,211.1,123.3936,71.7,148.0
01070,PILSNER URQUELL,SK,2021,18,5,9.375,1.067,7.137,True,15.38,19.08,14.125,7.13,24.95,24.31,28.9,9.1872,12.086,20.0
01071,PILSNER URQUELL,CZ,2021,18,5,9.375,1.067,7.137,True,660.0,1589.0,1831.0,2116.0,2504.0,2638.0,2898.0,1622.88,1352.0,2254.0
01076,PILSNER URQUELL,SK,2021,18,5,9.375,1.067,7.137,True,,,,,,0.12,144.1,41.04,400.0,180.0
01077,PILSNER URQUELL,CZ,2021,18,5,9.375,1.067,7.137,True,2938.0,2880.0,2718.0,3472.0,3794.0,3512.0,3320.0,2336.52,2584.0,3038.0
01077,PILSNER URQUELL,SK,2021,18,5,9.375,1.067,7.137,True,1388.0,1960.0,3108.0,1428.0,2268.0,2414.0,2302.0,3099.0,3826.0,2248.0
01078,PILSNER URQUELL,CZ,2021,18,5,9.375,1.067,7.137,True,62.5,44.66,13.13,65.25,34.03,40.5,,22.41,54.0,69.0
01096,PILSNER URQUELL,CZ,2021,18,5,9.375,1.067,7.137,True,,,2.057,2.08,0.68,4.04,6.08,6.48,2.28,11.0
01125,ASAHI,CZ,2021,18,5,9.375,1.067,7.137,True,,,1.796,1.584,0.871,1.584,1.268,2.772,1.634,7.0
01125,ASAHI,SK,2021,18,5,9.375,1.067,7.137,True,,,0.3787,0.475,0.0792,0.1584,0.2375,0.396,0.1106,3.0
02015,GAMBRINUS,CZ,2021,18,5,9.375,1.067,7.137,True,595.5,768.5,1353.0,807.5,1396.0,2600.0,1917.0,928.0,1164.0,1512.0
02015,GAMBRINUS,SK,2021,18,5,9.375,1.067,7.137,True,158.4,340.2,,176.2,449.5,,,74.7,89.6,254.0
02071,GAMBRINUS,CZ,2021,18,5,9.375,1.067,7.137,True,1151.0,345.5,926.0,1095.0,493.5,2152.0,380.2,1395.96,1373.0,1557.0
02077,GAMBRINUS,SK,2021,18,5,9.375,1.067,7.137,True,396.8,543.0,346.0,794.5,692.5,416.8,102.8,425.28,518.5,660.0
02115,GAMBRINUS,CZ,2021,18,5,9.375,1.067,7.137,True,5610.0,11050.0,15544.0,11840.0,8320.0,20750.0,15930.0,6135.0,7304.0,8024.0
02115,GAMBRINUS,SK,2021,18,5,9.375,1.067,7.137,True,1408.0,909.0,570.5,1726.0,699.5,775.5,70.9,1038.5,905.0,1087.0
02141,GAMBRINUS,CZ,2021,18,5,9.375,1.067,7.137,True,,,157.6,98.5,79.94,230.5,248.9,73.68,97.94,136.0
02170,GAMBRINUS,CZ,2021,18,5,9.375,1.067,7.137,True,48.56,44.66,57.22,65.5,40.0,51.62,77.25,13.86,30.33,63.0
02171,GAMBRINUS,CZ,2021,18,5,9.375,1.067,7.137,True,1996.0,1005.0,2832.0,3920.0,1469.0,2828.0,1405.0,1797.0,1547.0,2847.0
02177,GAMBRINUS,CZ,2021,18,5,9.375,1.067,7.137,True,1318.0,2876.0,1586.0,4500.0,3502.0,1967.0,1392.0,1186.92,984.0,2036.0
02177,GAMBRINUS,SK,2021,18,5,9.375,1.067,7.137,True,1766.0,1183.0,1670.0,2098.0,949.0,2594.0,1175.0,1485.48,1882.0,2013.0
02184,GAMBRINUS,SK,2021,18,5,9.375,1.067,7.137,True,,,195.0,141.4,158.0,665.5,0.0,199.584,111.0,302.0
02215,GAMBRINUS,CZ,2021,18,5,9.375,1.067,7.137,True,,28.58,276.2,255.6,280.5,366.8,324.5,269.7,305.5,284.0
02815,EXCELENT,CZ,2021,18,5,9.375,1.067,7.137,True,4536.0,1313.0,2692.0,5790.0,2530.0,2258.0,756.5,1860.6,2782.0,3517.0
02841,EXCELENT,CZ,2021,18,5,9.375,1.067,7.137,True,,,121.25,109.8,84.06,209.0,125.25,86.88,208.9,127.0
02871,EXCELENT,CZ,2021,18,5,9.375,1.067,7.137,True,394.8,355.0,337.0,735.0,476.0,597.0,349.2,366.72,264.0,660.0
02877,EXCELENT,CZ,2021,18,5,9.375,1.067,7.137,True,600.0,428.5,75.6,350.5,57.72,426.0,129.6,158.76,518.0,324.0
03015,PRIMUS,CZ,2021,18,5,9.375,1.067,7.137,True,1256.0,770.5,1037.0,1139.0,860.0,1336.0,913.5,1006.0,1033.0,1271.0
03092,PRIMUS,CZ,2021,18,5,9.375,1.067,7.137,True,49.0,228.8,923.5,752.0,692.5,756.0,1121.0,251.64,345.8,810.0
03115,KLASIK,CZ,2021,18,5,9.375,1.067,7.137,True,252.5,428.2,1017.5,1347.0,1351.0,1157.0,1213.0,830.5,947.5,1139.0
03515,GAMBRINUS,CZ,2021,18,5,9.375,1.067,7.137,True,50.0,113.3,27.03,18.4,37.1,23.7,11.5,2.2,0.0,35.0
04015,SARIS,SK,2021,18,5,9.375,1.067,7.137,True,384.2,515.5,647.5,586.5,471.8,617.5,213.1,451.8,531.0,707.0
04077,SARIS,SK,2021,18,5,9.375,1.067,7.137,True,522.0,188.4,397.8,639.5,388.8,401.8,234.2,197.88,283.0,586.0
04215,SARIS,SK,2021,18,5,9.375,1.067,7.137,True,2047.0,1272.0,1729.0,1623.0,2262.0,2684.0,1309.0,1840.9,2424.0,2422.0
04271,SARIS,SK,2021,18,5,9.375,1.067,7.137,True,688.5,492.8,267.8,639.5,253.5,231.5,462.0,89.28,182.4,507.0
04277,SARIS,SK,2021,18,5,9.375,1.067,7.137,True,448.8,785.5,852.5,1356.0,934.5,884.5,374.0,1150.8,1041.0,1092.0
04315,SARIS,SK,2021,18,5,9.375,1.067,7.137,True,11.625,6.508,66.4,36.7,51.6,43.8,47.6,62.1,34.4,51.0
04377,SARIS,SK,2021,18,5,9.375,1.067,7.137,True,17.69,2.232,28.45,44.03,25.92,17.4,18.0,18.0,26.1,39.0
04476,SARIS,SK,2021,18,5,9.375,1.067,7.137,True,44.12,51.2,81.0,48.25,34.7,244.8,95.2,30.72,66.3,68.0
04515,SMADNY MNICH,SK,2021,18,5,9.375,1.067,7.137,True,1626.0,648.0,1022.5,1022.0,1132.0,1627.0,829.0,1069.4,965.5,1681.0
04585,SMADNY MNICH,SK,2021,18,5,9.375,1.067,7.137,True,1047.0,897.0,1129.0,1327.0,1616.0,2424.0,1380.0,1815.396,1804.0,1432.0
04590,SMADNY MNICH,SK,2021,18,5,9.375,1.067,7.137,True,374.2,699.0,,1610.0,1309.0,2684.0,1130.0,1444.5,1586.0,1406.0
04976,SARIS,SK,2021,18,5,9.375,1.067,7.137,True,47.72,51.16,110.56,107.6,83.75,335.0,,42.12,66.94,122.0
05015,RADEGAST,CZ,2021,18,5,9.375,1.067,7.137,True,3336.0,3944.0,6200.0,4150.0,6670.0,5092.0,3686.0,4841.4,6880.0,6587.0
05015,RADEGAST,SK,2021,18,5,9.375,1.067,7.137,True,77.94,76.25,,131.8,113.5,,,136.0,91.75,182.0
05071,RADEGAST,CZ,2021,18,5,9.375,1.067,7.137,True,2702.0,1100.0,2034.0,4450.0,2958.0,4670.0,1104.0,6054.36,5668.0,3361.0
05077,RADEGAST,SK,2021,18,5,9.375,1.067,7.137,True,86.3,145.5,236.0,304.0,294.5,,,363.84,194.0,288.0
05115,RADEGAST,CZ,2021,18,5,9.375,1.067,7.137,True,1765.0,5324.0,10220.0,9310.0,9390.0,17550.0,7936.0,4422.0,8450.0,8378.0
05141,RADEGAST,CZ,2021,18,5,9.375,1.067,7.137,True,,,117.94,115.1,119.5,201.5,116.8,102.56,172.0,139.0
05171,RADEGAST,CZ,2021,18,5,9.375,1.067,7.137,True,1860.0,2922.0,1194.0,1866.0,3260.0,1706.0,751.5,2019.72,1145.0,1929.0
05177,RADEGAST,CZ,2021,18,5,9.375,1.067,7.137,True,823.5,1024.0,550.5,1528.0,1026.0,1000.5,300.5,548.64,723.5,1078.0
05215,BIRELL,CZ,2021,18,5,9.375,1.067,7.137,True,2370.0,1790.0,3886.0,2140.0,1268.0,2510.0,1587.0,1750.8,1671.0,2635.0
05215,BIRELL,SK,2021,18,5,9.375,1.067,7.137,True,126.75,70.75,334.8,234.4,138.0,104.1,329.0,276.8,88.2,276.0
05216,BIRELL,CZ,2021,18,5,9.375,1.067,7.137,True,74.5,31.3,160.4,18.45,3.96,4.355,151.0,33.5808,18.27,43.0
05225,BIRELL,SK,2021,18,5,9.375,1.067,7.137,True,2.66,1.403,1.069,10.53,,0.0,19.64,16.8696,11.48,37.0
05241,BIRELL,CZ,2021,18,5,9.375,1.067,7.137,True,,,88.3,51.38,44.56,54.2,106.75,38.72,44.75,57.0
05270,BIRELL,CZ,2021,18,5,9.375,1.067,7.137,True,67.7,62.16,7.41,59.88,58.53,64.0,111.8,62.0928,50.34,62.0
05270,BIRELL,SK,2021,18,5,9.375,1.067,7.137,True,,,,,,,,11.088,6.0,130.0
05276,BIRELL,CZ,2021,18,5,9.375,1.067,7.137,True,293.8,346.8,1585.0,1532.0,936.5,1839.0,1613.0,2257.44,3006.0,1337.0
05276,BIRELL,SK,2021,18,5,9.375,1.067,7.137,True,727.5,467.2,867.0,643.5,813.0,1137.0,922.0,1027.56,957.0,957.0
05315,BIRELL,CZ,2021,18,5,9.375,1.067,7.137,True,157.5,175.2,220.8,129.4,86.8,137.2,145.2,136.7,129.6,165.0
05376,BIRELL,CZ,2021,18,5,9.375,1.067,7.137,True,27.86,34.06,215.4,99.1,80.4,112.06,154.5,291.72,440.8,109.0
05376,BIRELL,SK,2021,18,5,9.375,1.067,7.137,True,51.4,23.5,53.03,23.28,13.92,112.06,41.28,66.12,71.25,29.0
05415,BIRELL,CZ,2021,18,5,9.375,1.067,7.137,True,21.42,1.429,58.16,38.5,38.8,70.7,22.2,40.5,70.3,44.0
05515,BIRELL,CZ,2021,18,5,9.375,1.067,7.137,True,789.0,573.5,970.5,647.0,414.2,436.0,686.5,614.3,520.0,843.0
05516,BIRELL,CZ,2021,18,5,9.375,1.067,7.137,True,19.64,7.043,53.28,5.465,4.434,0.95,54.0,7.9992,4.33,14.0
05576,BIRELL,CZ,2021,18,5,9.375,1.067,7.137,True,60.97,67.94,230.2,221.0,161.9,166.9,238.1,526.2,735.5,196.0
05576,BIRELL,SK,2021,18,5,9.375,1.067,7.137,True,57.28,28.5,51.9,40.44,11.76,48.25,34.9,75.12,77.56,34.0
05615,RADEGAST,CZ,2021,18,5,9.375,1.067,7.137,True,752.0,2316.0,958.5,1364.0,1557.0,967.0,,885.4,709.5,1105.0
05677,RADEGAST,CZ,2021,18,5,9.375,1.067,7.137,True,465.0,354.8,111.56,783.0,458.2,61.44,,633.72,352.2,542.0
05715,RADEGAST,CZ,2021,18,5,9.375,1.067,7.137,True,369.0,458.2,283.0,84.5,256.8,187.2,16.8,75.1,287.2,266.0
05915,RADEGAST,CZ,2021,18,5,9.375,1.067,7.137,True,100.0,,,56.4,28.5,,,122.1,138.0,112.0
06015,KOZEL,CZ,2021,18,5,9.375,1.067,7.137,True,413.5,1250.0,705.5,909.0,829.0,538.5,961.0,241.9,432.5,856.0
06077,KOZEL,CZ,2021,18,5,9.375,1.067,7.137,True,257.8,198.8,221.4,546.5,860.5,288.8,,324.12,483.0,534.0
06077,KOZEL,SK,2021,18,5,9.375,1.067,7.137,True,12.836,16.55,127.56,36.6,54.84,177.5,243.0,139.8,170.0,59.0
06115,KOZEL,CZ,2021,18,5,9.375,1.067,7.137,True,6924.0,1765.0,6720.0,5740.0,2844.0,7010.0,2712.0,11435.5,10936.0,9137.0
06115,KOZEL,SK,2021,18,5,9.375,1.067,7.137,True,253.5,317.5,399.0,370.2,383.5,420.2,273.0,297.5,398.8,420.0
06141,KOZEL,CZ,2021,18,5,9.375,1.067,7.137,True,,,136.0,116.5,99.5,245.2,216.0,129.44,215.0,147.0
06141,KOZEL,SK,2021,18,5,9.375,1.067,7.137,True,,,,,,,,588.0,150.0,280.0
06171,KOZEL,CZ,2021,18,5,9.375,1.067,7.137,True,161.2,252.6,1606.0,1540.0,700.0,1777.0,1122.0,1045.32,1325.0,1169.0
06177,KOZEL,CZ,2021,18,5,9.375,1.067,7.137,True,354.5,577.5,912.5,1314.0,1473.0,1422.0,1281.0,458.04,1297.0,1147.0
06177,KOZEL,SK,2021,18,5,9.375,1.067,7.137,True,1924.0,2314.0,2616.0,3508.0,3122.0,6090.0,2784.0,2681.16,4042.0,3349.0
06184,KOZEL,CZ,2021,18,5,9.375,1.067,7.137,True,1200.0,857.0,997.0,872.0,275.2,1171.0,1951.0,573.012,863.5,1131.0
06185,KOZEL,SK,2021,18,5,9.375,1.067,7.137,True,,,310.0,249.5,399.2,169.2,41.6,565.488,177.0,292.0
06190,KOZEL,CZ,2021,18,5,9.375,1.067,7.137,True,246.9,260.5,546.5,1340.0,813.5,1005.0,583.0,402.12,825.5,987.0
06190,KOZEL,SK,2021,18,5,9.375,1.067,7.137,True,367.8,712.5,821.0,662.0,1101.0,1160.0,474.8,1005.57,959.5,920.0
06215,KOZEL,CZ,2021,18,5,9.375,1.067,7.137,True,454.8,436.2,454.0,633.5,366.5,729.0,788.5,311.6,500.5,661.0
06271,KOZEL,CZ,2021,18,5,9.375,1.067,7.137,True,148.0,131.1,435.8,213.1,130.9,282.8,332.8,221.4,255.6,297.0
06276,KOZEL,SK,2021,18,5,9.375,1.067,7.137,True,15.055,20.5,57.38,55.3,57.38,132.2,56.16,32.16,40.47,63.0
06315,KOZEL,CZ,2021,18,5,9.375,1.067,7.137,True,,110.0,57.5,63.0,142.9,324.5,32.2,76.6,20.0,96.0
06415,KOZEL,CZ,2021,18,5,9.375,1.067,7.137,True,,,,,,,,14.5,0.0,172.0
06515,KOZEL,CZ,2021,18,5,9.375,1.067,7.137,True,4452.0,6010.0,5710.0,10000.0,3350.0,15560.0,6770.0,5155.7,5470.0,7280.0
06515,KOZEL,SK,2021,18,5,9.375,1.067,7.137,True,1.36,1.32,16.66,17.5,12.1,11.5,17.1,10.1,11.5,20.0
06541,KOZEL,CZ,2021,18,5,9.375,1.067,7.137,True,,,75.5,89.75,83.5,106.9,95.06,77.36,106.6,101.0
06571,KOZEL,CZ,2021,18,5,9.375,1.067,7.137,True,2728.0,1214.0,1656.0,5508.0,1308.0,2862.0,1646.0,1402.32,1806.0,3354.0
