SkuShort,Brand,Country,Year,Week,NumberWorkdays,PrevNumberWorkdays,NextNumberWorkdays,AvgTemp,AvgRain,AvgSun,IsLockdown,PdtHl,PrevWeekPdtHl1,BgtHl,SalesHl,PrevWeekSalesHl1,PrevWeekSalesHl2,PrevYearSalesHl1,PrevYearSalesHl2,OldPredSalesHl
01041,PILSNER URQUELL,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714285,False,1.5753887762001353,332.5135418427376,224.1706032779,185.04,191.8,796.56,118.72,177.52,122.2394
01070,PILSNER URQUELL,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,51.186440677966104,122.91163828149908,95.46097873545,100.1088,309.5928,130.5216,87.1992,142.3224,92.45100000000001
01071,PILSNER URQUELL,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,77.25806451612901,262.86822291052863,478.1247297546,420.24,845.52,792.24,308.04,324.96,560.1605
01076,PILSNER URQUELL,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,,,7.5,6.72,13.44,,17.28,,7.0
01077,PILSNER URQUELL,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,805.1904761904761,3621.9365919098823,919.6874236972749,1787.76,822.36,6577.44,1057.32,315.24,1241.8811
01078,PILSNER URQUELL,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,0.3977272727272727,68.27203839982295,4.0,20.25,0.72,9.0,,,
01095,PILSNER URQUELL,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,,19.967382489241974,0.3,,,,6.96,,1.0
01096,PILSNER URQUELL,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,,,,0.08,,0.04,,,
01125,ASAHI,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,,,7.83010573615,0.396,0.396,0.396,,,1.9501
02015,GAMBRINUS,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,926.7646414423157,440.7534857615502,911.007835709425,1274.8000000000002,493.7,286.3,1489.7,151.1,1690.3003999999999
02071,GAMBRINUS,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,113.90952380952382,41.83026113671274,180.776712395775,277.56,148.2,236.52,60.12,,184.6005
02115,GAMBRINUS,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,11244.0003195729,14181.237405068052,7483.262299825274,6184.2,6525.6,7318.6,9398.7,4087.2,5965.1031
02141,GAMBRINUS,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,,,131.823249253275,92.08,170.44,223.88,102.44,84.92,89.8006
02170,GAMBRINUS,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,67.31650303880322,78.85720964402596,71.042352322125,55.5984,35.5608,39.3624,56.628,48.4704,76.3212
02171,GAMBRINUS,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,552.3826659251018,1388.6024673324453,2819.46635257875,991.68,1327.08,786.96,1114.08,687.72,1325.5593
02177,GAMBRINUS,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,454.8643113159242,1335.7808499743985,854.700521152625,554.16,1506.96,837.96,443.64,232.92,424.5593
02184,GAMBRINUS,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,456.0,110.0,553.95,297.0,1114.344,58.212,931.392,340.956,220.9999
02190,GAMBRINUS,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,137.83251231527095,312.1877716603883,1640.23132283115,934.29,646.56,524.25,766.08,690.03,604.9512
02215,GAMBRINUS,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,,,234.38874948647498,162.9,174.0,117.8,199.3,190.5,179.20139999999998
02771,EXCELENT,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,,0.8142857142857143,11.398002499750001,,,,,,
02815,EXCELENT,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,358.1904761904762,1331.0229233132457,1334.2023244027498,503.8,606.3,1513.6,670.0,374.9,661.1996
02838,EXCELENT,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,,0.7352941176470589,14.204301430475,7.7616,3.8808,9.9,9.5832,11.2464,9.583699999999999
02841,EXCELENT,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,,,88.95101704082501,34.8,130.28,172.76,41.24,54.32,41.2396
02871,EXCELENT,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,46.54761904761905,76.58090117767537,105.06702303185,127.44,133.08,229.68,85.56,55.56,157.5994
02877,EXCELENT,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,,20.0,56.465625,1.08,24.48,71.76,88.2,4.32,5.0005
03015,PRIMUS,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,615.6834445680386,328.3596191535569,1150.52310096065,1014.0,687.9,247.4,1651.2,1470.1,1259.6017
03092,PRIMUS,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,101.12903225806451,250.96774193548387,939.7845145087996,465.0,342.48,230.88,2285.64,2275.68,783.8407
03115,KLASIK,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,52.857142857142854,38.70967741935484,1126.0880757224747,940.1,789.6,493.3,1453.6,1415.3,831.7015000000001
03515,GAMBRINUS,CZ,2019,2,5,4,4.0,0.35000000000000003,1.5857142857142856,0.9285714285714286,False,54.285714285714285,48.57142857142857,50.19,40.7,55.2,54.4,67.6,49.6,45.999900000000004
