SkuShort,Country,Year,Week,NumberWorkdays,AvgTemp,AvgRain,AvgSun,IsLockdown,PdtHl,PrevWeekPdtHl1,BgtHl,PrevWeekBgtHl1,SalesHl,PrevWeekSalesHl1,PrevWeekSalesHl2
02115,CZ,2016,1,5,"-1,1642857142857146","0,9357142857142857","1,0142857142857142",0,NULL,NULL,"6976,302604340024",NULL,"4013,5",NULL,NULL
02115,CZ,2016,2,5,"0,8714285714285713","1,0142857142857145","1,2928571428571427",0,NULL,NULL,"6976,302604340024","6976,302604340024",6052,"4013,5",NULL
02115,CZ,2016,3,5,"-3,9214285714285713","0,8428571428571429","2,621428571428571",0,NULL,NULL,"6976,302604340024","6976,302604340024",8878,6052,"4013,5"
02115,CZ,2016,4,5,"5,914285714285714","0,8214285714285715","2,2714285714285714",0,NULL,NULL,"6976,302604340024","6976,302604340024","11875,6",8878,6052
02115,CZ,2016,5,5,"5,714285714285714","0,4142857142857143","1,6285714285714286",0,NULL,NULL,"7767,234230779975","6976,302604340024","10462,6","11875,6",8878
02115,CZ,2016,6,5,"5,114285714285714","1,9142857142857144","1,9928571428571427",0,NULL,NULL,"7767,234230779975","7767,234230779975","5524,3","10462,6","11875,6"
02115,CZ,2016,7,5,"4,078571428571428","2,042857142857143","1,342857142857143",0,NULL,NULL,"7767,234230779975","7767,234230779975",11343,"5524,3","10462,6"
02115,CZ,2016,8,5,"2,892857142857143","1,5642857142857143","3,278571428571429",0,NULL,NULL,"7767,234230779975","7767,234230779975","13980,1",11343,"5524,3"
02115,CZ,2016,9,5,"3,0500000000000003","3,5714285714285716","1,3142857142857143",0,NULL,NULL,"10239,446022361984","7767,234230779975",8865,"13980,1",11343
02115,CZ,2016,10,5,"3,357142857142857","0,35714285714285715","0,20714285714285716",0,NULL,NULL,"10239,446022361984","10239,446022361984","7419,2",8865,"13980,1"
02115,CZ,2016,11,5,"3,478571428571428","0,7928571428571428","5,078571428571429",0,NULL,NULL,"10239,446022361984","10239,446022361984","20954,2","7419,2",8865
02115,CZ,2016,12,4,"5,935714285714285","0,29999999999999993","2,8857142857142857",0,NULL,NULL,"10239,446022361984","10239,446022361984","10441,5","20954,2","7419,2"
02115,CZ,2016,13,4,"9,214285714285717","0,6142857142857142","6,314285714285715",0,NULL,NULL,"10239,446022361984","10239,446022361984","5163,9","10441,5","20954,2"
02115,CZ,2016,14,5,"10,764285714285714","2,4571428571428564","4,142857142857143",0,NULL,NULL,"9088,01510327485","10239,446022361984","4456,4","5163,9","10441,5"
02115,CZ,2016,15,5,"10,992857142857144","1,8499999999999999","2,685714285714286",0,NULL,NULL,"9088,01510327485","9088,01510327485","7075,4","4456,4","5163,9"
02115,CZ,2016,16,5,"8,335714285714285","0,5","5,942857142857143",0,NULL,NULL,"9088,01510327485","9088,01510327485","4683,4","7075,4","4456,4"
02115,CZ,2016,17,5,"7,878571428571429","1,0214285714285716","7,121428571428572",0,NULL,NULL,"9088,01510327485","9088,01510327485","7849,9","4683,4","7075,4"
02115,CZ,2016,18,5,"13,428571428571429","1,3357142857142854","7,721428571428571",0,NULL,NULL,"14897,831015190526","9088,01510327485","13701,5","7849,9","4683,4"
02115,CZ,2016,19,5,"14,414285714285713","0,7357142857142857","6,878571428571427",0,NULL,NULL,"14897,831015190526","14897,831015190526","5537,4","13701,5","7849,9"
02115,CZ,2016,20,5,"14,085714285714285","0,21428571428571427","6,192857142857142",0,NULL,NULL,"14897,831015190526","14897,831015190526","13411,2","5537,4","13701,5"
02115,CZ,2016,21,5,"18,02142857142857","4,435714285714286","5,285714285714286",0,NULL,NULL,"14897,831015190526","14897,831015190526","15281,5","13411,2","5537,4"
02115,CZ,2016,22,5,"17,985714285714284","3,75","5,578571428571428",0,NULL,NULL,"9280,11444902242","14897,831015190526","9941,6","15281,5","13411,2"
02115,CZ,2016,23,5,"17,664285714285715","0,07857142857142858","6,314285714285715",0,NULL,NULL,"9280,11444902242","9280,11444902242","12606,6","9941,6","15281,5"
02115,CZ,2016,24,5,"17,978571428571428","3,1214285714285714","6,278571428571429",0,NULL,NULL,"9280,11444902242","9280,11444902242","6088,7","12606,6","9941,6"
02115,CZ,2016,25,5,"22,214285714285715","1,6142857142857143","8,528571428571428",0,NULL,NULL,"9280,11444902242","9280,11444902242","4194,5","6088,7","12606,6"
02115,CZ,2016,26,5,"20,2","1,842857142857143","7,514285714285715",0,NULL,NULL,"9280,11444902242","9280,11444902242","19372,3","4194,5","6088,7"
02115,CZ,2016,27,3,"19,692857142857143","0,6428571428571429","9,307142857142855",0,NULL,NULL,"11490,639278664448","9280,11444902242","13612,3","19372,3","4194,5"
02115,CZ,2016,28,5,"18,692857142857143","7,471428571428572","3,5000000000000004",0,NULL,NULL,"11490,639278664448","11490,639278664448","6020,8","13612,3","19372,3"
02115,CZ,2016,29,5,"21,62857142857143","0,6214285714285713","6,778571428571428",0,NULL,NULL,"11490,639278664448","11490,639278664448","6520,3","6020,8","13612,3"
02115,CZ,2016,30,5,"21,53571428571429","7,428571428571429","5,835714285714286",0,NULL,NULL,"11490,639278664448","11490,639278664448","11738,4","6520,3","6020,8"
02115,CZ,2016,31,5,"19,57857142857143","2,007142857142857","5,928571428571429",0,NULL,NULL,"15800,00715849945","11490,639278664448","7051,3","11738,4","6520,3"
02115,CZ,2016,32,5,"17,22142857142857","2,0214285714285714","5,614285714285714",0,NULL,NULL,"15800,00715849945","15800,00715849945","17084,8","7051,3","11738,4"
02115,CZ,2016,33,5,"18,021428571428572","1,6071428571428572","7,242857142857143",0,NULL,NULL,"15800,00715849945","15800,00715849945","7866,3","17084,8","7051,3"
02115,CZ,2016,34,5,"20,342857142857145","0,049999999999999996","10,25",0,NULL,NULL,"15800,00715849945","15800,00715849945",9580,"7866,3","17084,8"
02115,CZ,2016,35,5,"18,964285714285715","1,3285714285714287","8,085714285714285",0,NULL,NULL,"8621,990052515699","15800,00715849945","14786,2",9580,"7866,3"
02115,CZ,2016,36,5,"19,535714285714285","1,2142857142857142","8,435714285714285",0,NULL,NULL,"8621,990052515699","8621,990052515699","15353,3","14786,2",9580
02115,CZ,2016,37,5,"19,25714285714286","3,271428571428572","7,942857142857143",0,NULL,NULL,"8621,990052515699","8621,990052515699","11741,9","15353,3","14786,2"
02115,CZ,2016,38,5,"12,114285714285712","0,25000000000000006","4,707142857142857",0,NULL,NULL,"8621,990052515699","8621,990052515699","4121,6","11741,9","15353,3"
02115,CZ,2016,39,4,"15,764285714285714","1,6714285714285715","6,771428571428571",0,NULL,NULL,"8621,990052515699","8621,990052515699","1705,3","4121,6","11741,9"
02115,CZ,2016,40,5,"7,592857142857143","5,971428571428571","1,3714285714285717",0,NULL,NULL,"10706,325290566449","8621,990052515699","10372,2","1705,3","4121,6"
02115,CZ,2016,41,5,"8,192857142857141","1,15","1,5214285714285716",0,NULL,NULL,"10706,325290566449","10706,325290566449","10274,3","10372,2","1705,3"
02115,CZ,2016,42,5,"7,985714285714286","1,8857142857142857","1,9000000000000001",0,NULL,NULL,"10706,325290566449","10706,325290566449","5436,8","10274,3","10372,2"
02115,CZ,2016,43,4,9,"0,7071428571428572","1,4285714285714286",0,NULL,NULL,"10706,325290566449","10706,325290566449","4219,5","5436,8","10274,3"
02115,CZ,2016,44,5,"5,942857142857143","1,6928571428571428","3,164285714285714",0,NULL,NULL,"11162,246990681775","10706,325290566449","12460,4","4219,5","5436,8"
02115,CZ,2016,45,5,"1,1","0,4714285714285714","2,0642857142857145",0,NULL,NULL,"11162,246990681775","11162,246990681775","5898,7","12460,4","4219,5"
02115,CZ,2016,46,4,"5,085714285714286","2,307142857142857","1,9785714285714282",0,NULL,NULL,"11162,246990681775","11162,246990681775","9021,9","5898,7","12460,4"
02115,CZ,2016,47,5,"6,728571428571429","0,15","1,3071428571428572",0,NULL,NULL,"11162,246990681775","11162,246990681775","9961,6","9021,9","5898,7"
02115,CZ,2016,48,5,"-0,28571428571428586","0,39285714285714285","2,414285714285714",0,NULL,NULL,"8803,19955757658","11162,246990681775","12173,4","9961,6","9021,9"
02115,CZ,2016,49,5,"2,2285714285714286","0,2857142857142857","2,4857142857142853",0,"7,142857142857143",NULL,"8803,19955757658","8803,19955757658","5246,8","12173,4","9961,6"
