SkuShort,ProductGroup,PrimaryPack,Country,Year,Week,NumberWorkdays,AvgTemp,AvgRain,AvgSun,IsLockdown,PdtHl,PrevWeekPdtHl1,BgtHl,PrevWeekBgtHl1,SalesHl,PrevWeekSalesHl1,PrevWeekSalesHl2,OldPredSalesHl
02505,CLEAR BEER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,"24,193548387096776",NULL,"1332,1","1263,500000000025","1407,5","1388,5","1290,5","1329,2618"
02600,CLEAR BEER,TANK,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,"1059,5040000000001","1018,14","1573,09","1517,71",1385,"1370,3353"
02603,CLEAR BEER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,"885,9397002286602","769,10145938865","695,4","664,8","734,1","622,9612999999999"
02605,CLEAR BEER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,"52,25806451612903",NULL,"8024,973274290361","7112,956756309501",7259,7037,7794,"7185,975399999999"
02800,CLEAR BEER,TANK,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,"213,266","189,19","320,67","216,72","251,67000000000002","229,2398"
02803,CLEAR BEER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,"399,12015918648","377,45727292187496",369,"371,1","394,8","384,4269"
02805,CLEAR BEER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,"2002,4176591628998","1972,4141960561751",1814,"1726,5","2099,5","1845,9343000000001"
05000,CLEAR BEER,TANK,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,"571,8199999999999","546,5200000000001","868,9300000000001","884,38","811,5899999999999","774,0392"
05002,CLEAR BEER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,"144,81","116,66250000000002","106,95","73,35","88,65","76,8945"
05003,CLEAR BEER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,"668,65699999998","584,2053809654001","580,5","508,5","553,5","466,533"
05005,CLEAR BEER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,20,NULL,"3045,6","2778,125000000025",3463,3315,"3409,5","3333,0461999999998"
05100,CLEAR BEER,TANK,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,"91,42","86,61374999999998","205,61","185,21","190,49","206,3932"
05103,CLEAR BEER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,"303,83400000001996","259,999999999975","393,9","398,1","399,6","352,064"
05105,CLEAR BEER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,100,NULL,"3925,17999999998","3533,61875",3706,3575,3487,"3612,6234"
05202,CLEAR BEER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,"100,72091311468","90,753333226575","91,5","91,95","89,85","87,6629"
05203,CLEAR BEER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,"380,2199999999999","348,97499999999997","446,1","443,1","402,9","447,1442"
06003,CLEAR BEER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,"31,2","27,15","15,9","29,7","18,3","23,546499999999998"
06005,CLEAR BEER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,"274,8","256,625",296,"275,5","258,5","246,3552"
06100,CLEAR BEER,TANK,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,"100,77199999999999","95,79249999999999","76,18","74,36","123,09","87,7319"
06103,CLEAR BEER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,"183,84","156,6","193,5","181,2","192,6","191,1481"
06105,CLEAR BEER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,"1992,5754801904","1782,2738865229749","1590,5",1639,"1448,5","1512,9913999999999"
06202,CLEAR BEER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,"53,220000000000006","47,662499999999994","48,45","45,3",45,"41,870799999999996"
06203,CLEAR BEER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,"420,36","383,09999999999997",480,"512,6999999999999","576,6","385,0332"
06205,CLEAR BEER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,NULL,NULL,29,"18,5","14,5",NULL
06500,CLEAR BEER,TANK,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,"369,176","351,37999999999994","789,06","657,75","643,31","686,2133"
06503,CLEAR BEER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,"89,12958371395015","311,9535429988255","803,6104481215","691,1566664531749","884,4","819,6","833,7","753,3321"
06505,CLEAR BEER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,"3185,9","2864,25","7715,5",7124,"7325,5","4074,2682"
08202,CLEAR BEER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,NULL,NULL,"31,8","36,15","27,15","32,9536"
08302,CLEAR BEER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,"24,630000000000003",NULL,"25,8","25,05","25,2","20,3889"
08403,CLEAR BEER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,NULL,NULL,"363,3","68,1",NULL,"250,0012"
15002,CIDER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,"33,84615384615385","33,84615384615385","12,331800000000012","11,36025","22,185","21,42","19,89","18,2671"
15003,CIDER,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,"56,94","50,25","52,5","54,6","42,9","45,9"
20105,SOFT DRINKS,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,308,"288,75","87,5","98,5",82,"83,4499"
20205,SOFT DRINKS,KEG,CZ,2017,9,5,"7,635714285714285","0,6785714285714286","5,1571428571428575",0,NULL,NULL,NULL,NULL,"154,5","138,5","114,5","114,7101"
01000,CLEAR BEER,TANK,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"1561,8819999999996","1561,8819999999996","2483,66","2618,85","2398,13","2473,8756"
01002,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"510,02552556582","510,02552556582","420,75","441,45","440,7","445,1822"
01003,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,20,"2794,8975787805202","2794,8975787805202","2849,4","2979,3","2754,9","2653,4547000000002"
01005,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,20,"4766,36481932022","4766,36481932022",5553,5464,"5407,5","5245,4017"
01010,CLEAR BEER,KEG ONE WAY,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,"28,571428571428573",20,NULL,NULL,"106,3","69,95","93,15","124,851"
02003,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"237,42","237,42","181,5","169,5","165,6","151,0203"
02110,CLEAR BEER,KEG ONE WAY,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"51,373625220579996","51,373625220579996","38,5","28,5","32,75","42,499900000000004"
02405,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,NULL,NULL,5,NULL,5,NULL
02500,CLEAR BEER,TANK,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"615,2980000000001","615,2980000000001","375,84","326,13","418,77","333,9263"
02503,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"325,22","325,22","148,5","153,9",171,"139,24020000000002"
02505,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,"33,87096774193549","24,193548387096776","1332,1","1332,1","1284,5","1407,5","1388,5","1211,7412000000002"
02600,CLEAR BEER,TANK,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"1084,2540000000001","1059,5040000000001","1463,61","1573,09","1517,71","1341,8182"
02603,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"885,9397002286602","885,9397002286602","640,5","695,4","664,8","614,7429"
02605,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,"45,16129032258065","52,25806451612903","8024,973274290361","8024,973274290361",7333,7259,7037,"6820,790999999999"
02800,CLEAR BEER,TANK,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"213,266","213,266","260,12","320,67","216,72","238,9407"
02803,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"399,12015918648","399,12015918648","376,8",369,"371,1","377,49899999999997"
02805,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"2002,4176591628998","2002,4176591628998","1812,5",1814,"1726,5","1865,8950000000002"
05000,CLEAR BEER,TANK,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"571,8199999999999","571,8199999999999","977,0600000000001","868,9300000000001","884,38","747,0989000000001"
05002,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"144,81","144,81","95,1","106,95","73,35","77,17880000000001"
05003,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"668,65699999998","668,65699999998",492,"580,5","508,5","431,3956"
05005,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,20,"3045,6","3045,6","3175,5",3463,3315,"3051,0085000000004"
05100,CLEAR BEER,TANK,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"91,42","91,42","220,25","205,61","185,21","200,6892"
05103,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"303,83400000001996","303,83400000001996","350,4","393,9","398,1","319,3766"
05105,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,100,"3925,17999999998","3925,17999999998",3378,3706,3575,"3306,885"
05202,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"100,72091311468","100,72091311468","90,9","91,5","91,95","90,3437"
05203,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"380,2199999999999","380,2199999999999","475,8","446,1","443,1","436,6098"
06003,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"31,2","31,2",27,"15,9","29,7","28,8889"
06005,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"274,8","274,8","295,5",296,"275,5","236,9877"
06100,CLEAR BEER,TANK,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"100,77199999999999","100,77199999999999","66,67","76,18","74,36","89,4093"
06103,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"183,84","183,84","209,7","193,5","181,2","198,30659999999997"
06105,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"1992,5754801904","1992,5754801904","1502,5","1590,5",1639,"1490,0851"
06202,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"53,220000000000006","53,220000000000006","45,6","48,45","45,3","42,2698"
06203,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"420,36","420,36","458,4",480,"512,6999999999999","386,4903"
06205,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,NULL,NULL,28,29,"18,5",NULL
06500,CLEAR BEER,TANK,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"369,176","369,176","626,59","789,06","657,75","751,1824"
06503,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,"89,12958371395015","803,6104481215","803,6104481215",702,"884,4","819,6","759,6895999999999"
06505,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"3185,9","3185,9","5933,5","7715,5",7124,"3901,269"
08202,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,NULL,NULL,"29,25","31,8","36,15","30,894599999999997"
08302,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,NULL,"24,630000000000003","25,35","25,8","25,05","21,2377"
08403,CLEAR BEER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,NULL,NULL,"229,8","363,3","68,1","250,0012"
15002,CIDER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,"33,84615384615385","33,84615384615385","12,331800000000012","12,331800000000012","21,726","22,185","21,42","17,933699999999998"
15003,CIDER,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,"56,94","56,94",51,"52,5","54,6","50,9214"
20105,SOFT DRINKS,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,308,308,87,"87,5","98,5","76,2402"
20205,SOFT DRINKS,KEG,CZ,2017,10,5,"4,557142857142856","1,5785714285714287","2,257142857142857",0,NULL,NULL,NULL,NULL,"117,5","154,5","138,5","116,925"
01000,CLEAR BEER,TANK,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"1561,8819999999996","1561,8819999999996","2278,2","2483,66","2618,85","2430,6842"
01002,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"510,02552556582","510,02552556582","484,2","420,75","441,45","501,94559999999996"
01003,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"2794,8975787805202","2794,8975787805202","2901,9","2849,4","2979,3","2959,6043"
01005,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"4766,36481932022","4766,36481932022",5605,5553,5464,"5583,196"
01010,CLEAR BEER,KEG ONE WAY,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,"42,89915966386555","28,571428571428573",NULL,NULL,"70,35","106,3","69,95","83,9513"
02003,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"237,42","237,42","172,5","181,5","169,5","169,5228"
02110,CLEAR BEER,KEG ONE WAY,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,"5,882352941176471",NULL,"51,373625220579996","51,373625220579996","30,75","38,5","28,5","45,7498"
02500,CLEAR BEER,TANK,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"615,2980000000001","615,2980000000001","383,86","375,84","326,13","365,3449"
02503,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"325,22","325,22","172,8","148,5","153,9","163,0678"
02505,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,"33,87096774193549","33,87096774193549","1332,1","1332,1","1409,5","1284,5","1407,5","1397,0084000000002"
02600,CLEAR BEER,TANK,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"1084,2540000000001","1084,2540000000001","1596,63","1463,61","1573,09","1544,2807"
02603,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"885,9397002286602","885,9397002286602","753,9","640,5","695,4","639,3177"
02605,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,"45,16129032258065","45,16129032258065","8024,973274290361","8024,973274290361",7931,7333,7259,"7057,7369"
02800,CLEAR BEER,TANK,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"179,606","213,266","215,13","260,12","320,67","257,4048"
02803,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"399,12015918648","399,12015918648","391,2","376,8",369,"430,1229"
02805,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"2002,4176591628998","2002,4176591628998","1788,5","1812,5",1814,"1972,9447"
03603,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
04603,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
05000,CLEAR BEER,TANK,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"571,8199999999999","571,8199999999999","838,77","977,0600000000001","868,9300000000001","819,9852999999999"
05002,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"144,81","144,81","72,9","95,1","106,95","76,4605"
05003,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"668,65699999998","668,65699999998","474,9",492,"580,5","486,75320000000005"
05005,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"3045,6","3045,6","3445,5","3175,5",3463,"3587,4799"
05100,CLEAR BEER,TANK,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"91,42","91,42","161,75","220,25","205,61","194,7799"
05103,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,"47,05882352941177",NULL,"303,83400000001996","303,83400000001996","390,3","350,4","393,9","345,2368"
05105,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,"205,8823529411765",NULL,"3925,17999999998","3925,17999999998",3752,3378,3706,"3650,7046"
05202,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"100,72091311468","100,72091311468",96,"90,9","91,5","84,2855"
05203,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"380,2199999999999","380,2199999999999","444,3","475,8","446,1","479,1042"
06003,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"31,2","31,2","20,7",27,"15,9","29,8534"
06005,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"274,8","274,8",292,"295,5",296,"274,027"
06100,CLEAR BEER,TANK,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"100,77199999999999","100,77199999999999","112,88","66,67","76,18","88,11930000000001"
06103,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"183,84","183,84","171,6","209,7","193,5","211,7356"
06105,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"1992,5754801904","1992,5754801904","1584,5","1502,5","1590,5","1621,9621"
06202,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"53,220000000000006","53,220000000000006","42,9","45,6","48,45","41,520399999999995"
06203,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"420,36","420,36","467,7","458,4",480,"432,8531"
06205,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,NULL,NULL,"23,5",28,29,NULL
06500,CLEAR BEER,TANK,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"369,176","369,176","834,72","626,59","789,06","689,4255999999999"
06503,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"803,6104481215","803,6104481215","734,7",702,"884,4","828,0854999999999"
06505,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"3185,9","3185,9",6738,"5933,5","7715,5","4106,1214"
08202,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,NULL,NULL,"39,45","29,25","31,8","33,2123"
08302,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,NULL,NULL,"25,35","25,35","25,8","25,4124"
08403,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,NULL,NULL,195,"229,8","363,3",200
08703,CLEAR BEER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
15002,CIDER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,"33,84615384615385","33,84615384615385","12,331800000000012","12,331800000000012","22,338","21,726","22,185","26,9541"
15003,CIDER,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,"56,94","56,94","63,6",51,"52,5","69,619"
20105,SOFT DRINKS,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,308,308,96,87,"87,5","83,4499"
20205,SOFT DRINKS,KEG,CZ,2017,11,5,"6,121428571428573","1,6428571428571428","4,542857142857143",0,NULL,NULL,NULL,NULL,149,"117,5","154,5","120,8005"
01000,CLEAR BEER,TANK,CZ,2017,12,5,"7,342857142857142","1,6642857142857144","3,242857142857143",0,NULL,NULL,"1561,8819999999996","1561,8819999999996","2463,46","2278,2","2483,66","2576,7655"
01002,CLEAR BEER,KEG,CZ,2017,12,5,"7,342857142857142","1,6642857142857144","3,242857142857143",0,NULL,NULL,"510,02552556582","510,02552556582","493,5","484,2","420,75","498,7883"
01003,CLEAR BEER,KEG,CZ,2017,12,5,"7,342857142857142","1,6642857142857144","3,242857142857143",0,NULL,NULL,"2794,8975787805202","2794,8975787805202","3103,8","2901,9","2849,4","3188,6311000000005"
01005,CLEAR BEER,KEG,CZ,2017,12,5,"7,342857142857142","1,6642857142857144","3,242857142857143",0,NULL,NULL,"4766,36481932022","4766,36481932022","5820,5",5605,5553,"6122,9071"
01010,CLEAR BEER,KEG ONE WAY,CZ,2017,12,5,"7,342857142857142","1,6642857142857144","3,242857142857143",0,"15,487394957983193","42,89915966386555",NULL,NULL,"85,4","70,35","106,3","88,1519"
02003,CLEAR BEER,KEG,CZ,2017,12,5,"7,342857142857142","1,6642857142857144","3,242857142857143",0,NULL,NULL,"237,42","237,42","174,9","172,5","181,5","181,2842"
02110,CLEAR BEER,KEG ONE WAY,CZ,2017,12,5,"7,342857142857142","1,6642857142857144","3,242857142857143",0,"8,23529411764706","5,882352941176471","51,373625220579996","51,373625220579996","47,6","30,75","38,5","50,8508"
02500,CLEAR BEER,TANK,CZ,2017,12,5,"7,342857142857142","1,6642857142857144","3,242857142857143",0,NULL,NULL,"615,2980000000001","615,2980000000001","431,75","383,86","375,84","347,5563"
02503,CLEAR BEER,KEG,CZ,2017,12,5,"7,342857142857142","1,6642857142857144","3,242857142857143",0,NULL,NULL,"325,22","325,22","170,7","172,8","148,5","180,5187"
02505,CLEAR BEER,KEG,CZ,2017,12,5,"7,342857142857142","1,6642857142857144","3,242857142857143",0,"33,87096774193549","33,87096774193549","1332,1","1332,1",1436,"1409,5","1284,5","1465,5814"
02600,CLEAR BEER,TANK,CZ,2017,12,5,"7,342857142857142","1,6642857142857144","3,242857142857143",0,NULL,NULL,"1059,5040000000001","1084,2540000000001","1537,1","1596,63","1463,61","1457,7148"
02603,CLEAR BEER,KEG,CZ,2017,12,5,"7,342857142857142","1,6642857142857144","3,242857142857143",0,NULL,NULL,"885,9397002286602","885,9397002286602","791,1","753,9","640,5","705,4632"
02605,CLEAR BEER,KEG,CZ,2017,12,5,"7,342857142857142","1,6642857142857144","3,242857142857143",0,"45,16129032258065","45,16129032258065","8024,973274290361","8024,973274290361",8079,7931,7333,"8283,8505"
02800,CLEAR BEER,TANK,CZ,2017,12,5,"7,342857142857142","1,6642857142857144","3,242857142857143",0,NULL,NULL,"213,266","179,606","324,42","215,13","260,12","288,9262"
02803,CLEAR BEER,KEG,CZ,2017,12,5,"7,342857142857142","1,6642857142857144","3,242857142857143",0,NULL,NULL,"399,12015918648","399,12015918648","398,4","391,2","376,8","426,6216"
02805,CLEAR BEER,KEG,CZ,2017,12,5,"7,342857142857142","1,6642857142857144","3,242857142857143",0,NULL,NULL,"2002,4176591628998","2002,4176591628998",2032,"1788,5","1812,5","2293,8929"
05000,CLEAR BEER,TANK,CZ,2017,12,5,"7,342857142857142","1,6642857142857144","3,242857142857143",0,NULL,NULL,"571,8199999999999","571,8199999999999","925,09","838,77","977,0600000000001","868,2011"
05002,CLEAR BEER,KEG,CZ,2017,12,5,"7,342857142857142","1,6642857142857144","3,242857142857143",0,NULL,NULL,"144,81","144,81","92,7","72,9","95,1","77,78439999999999"
05003,CLEAR BEER,KEG,CZ,2017,12,5,"7,342857142857142","1,6642857142857144","3,242857142857143",0,NULL,NULL,"668,65699999998","668,65699999998","550,2","474,9",492,"499,11350000000004"
