SkuShort,Country,Year,Week,NumberWorkdays,AvgTemp,AvgRain,AvgSun,IsLockdown,PdtHl,PrevWeekPdtHl1,BgtHl,PrevWeekBgtHl1,SalesHl,PrevWeekSalesHl1,PrevWeekSalesHl2
11276,CZ,2018,17,5,"16,085714285714285","0,34285714285714286","7,992857142857143",0,"14,170040485829961",NULL,NULL,NULL,"828,36",NULL,NULL
11276,CZ,2018,18,4,"16,349999999999998","0,2714285714285714","9,25",0,"358,9219015280137","14,170040485829961",NULL,NULL,"987,24","828,36",NULL
11276,CZ,2018,19,4,"18,157142857142862","1,3214285714285714","8,52142857142857",0,"487,60628307742076","358,9219015280137",NULL,NULL,"1365,84","987,24","828,36"
11276,CZ,2018,20,4,"14,771428571428572","2,95","7,857142857142857",0,"605,2949277660655","487,60628307742076",NULL,NULL,"1285,44","1365,84","987,24"
11276,CZ,2018,21,4,"19,535714285714285","0,5571428571428572","10,671428571428573",0,"410,3304974595298","605,2949277660655",NULL,NULL,"750,36","1285,44","1365,84"
11276,CZ,2018,22,4,"21,35","2,5500000000000003","5,785714285714286",0,"335,1605222734255","410,3304974595298",NULL,NULL,"1088,04","750,36","1285,44"
11276,CZ,2018,23,4,"21,25714285714286","2,3642857142857143","9,692857142857145",0,"614,6705825357437","335,1605222734255",NULL,NULL,"1438,08","1088,04","750,36"
11276,CZ,2018,24,4,"18,864285714285717","3,7214285714285715","5,271428571428571",0,"655,1636428088042","614,6705825357437",NULL,NULL,"1179,48","1438,08","1088,04"
11276,CZ,2018,25,4,"17,70714285714286","1,8857142857142857","5,628571428571429",0,"346,2612951564564","655,1636428088042",NULL,NULL,"968,76","1179,48","1438,08"
11276,CZ,2018,26,4,"16,70714285714286","2,814285714285714","5,5928571428571425",0,"477,7330153161632","346,2612951564564",NULL,NULL,"1075,56","968,76","1179,48"
11276,CZ,2018,27,3,"20,285714285714285","0,5642857142857143","10,257142857142858",0,"567,9490312246153","477,7330153161632",NULL,NULL,"1321,32","1075,56","968,76"
11276,CZ,2018,28,5,"19,735714285714288","0,7357142857142857","6,7857142857142865",0,"659,0618871858583","567,9490312246153",NULL,NULL,"991,68","1321,32","1075,56"
11276,CZ,2018,29,5,"21,271428571428572","3,4071428571428575","6,999999999999999",0,"583,9657333397045","659,0618871858583",NULL,NULL,"1816,2","991,68","1321,32"
11276,CZ,2018,30,5,"24,150000000000002","0,6428571428571427","10,178571428571429",0,"392,865153919125","583,9657333397045",NULL,NULL,"1992,12","1816,2","991,68"
11276,CZ,2018,31,5,"25,814285714285713","0,4","9,928571428571429",0,"707,8648528890465","392,865153919125",NULL,NULL,"2706,84","1992,12","1816,2"
11276,CZ,2018,32,5,"22,857142857142854","2,414285714285714","9,321428571428571",0,"604,9453208082241","707,8648528890465",NULL,NULL,"2504,28","2706,84","1992,12"
11276,CZ,2018,33,5,"22,642857142857146","0,2357142857142857","9,507142857142858",0,"389,81131592421906","604,9453208082241",NULL,NULL,"3106,8","2504,28","2706,84"
11276,CZ,2018,34,5,"21,15","2,435714285714286","7,121428571428572",0,"355,3650399779433","389,81131592421906",NULL,NULL,"1370,52","3106,8","2504,28"
11276,CZ,2018,35,5,"18,014285714285712","2,2285714285714286","5,221428571428571",0,"340,6181909488361","355,3650399779433",NULL,NULL,"778,2","1370,52","3106,8"
11276,CZ,2018,36,5,"18,3","0,5428571428571428","6,3571428571428585",0,"243,878663003663","340,6181909488361",NULL,NULL,"1235,28","778,2","1370,52"
11276,CZ,2018,37,5,"17,614285714285714","2,1214285714285714","7,142857142857143",0,"302,45583477925584","243,878663003663",NULL,NULL,"790,92","1235,28","778,2"
