SkuShort,PrimaryPack,Country,Year,Week,NumberWorkdays,AvgTemp,AvgRain,AvgSun,IsLockdown,PdtHl,PrevWeekPdtHl1,BgtHl,PrevWeekSalesHl1,PrevWeekSalesHl2,PrevYearSalesHl1,PrevYearSalesHl2,SalesHl,OldPredSalesHl,PredictSalesHl
05141,RB,CZ,2021,11,5,0.4087,1.204,2.678,True,1.143,,88.8,99.6,176.2,117.7,80.9,120,129,123.0
05171,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,278.2,1141.0,724.0,615.5,1021.0,1422.0,734.0,968,678,836.0
05177,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,506.5,708.0,334.5,332.0,885.5,153.8,141.1,638,708,497.0
05215,RB,CZ,2021,11,5,0.4087,1.204,2.678,True,1669.0,3282.0,2218.0,770.0,2364.0,1567.0,1310.0,904,888,1373.0
05216,RB,CZ,2021,11,5,0.4087,1.204,2.678,True,68.0,91.56,115.6,14.97,7.367,112.25,132.4,7,51,26.0
05241,RB,CZ,2021,11,5,0.4087,1.204,2.678,True,55.72,124.3,51.34,77.44,87.6,64.75,88.06,49,85,80.0
05270,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,42.84,,5.438,26.69,44.03,59.97,82.6,24,52,50.0
05276,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,335.5,188.0,1032.0,478.2,883.0,812.5,647.0,620,697,847.0
05315,RB,CZ,2021,11,5,0.4087,1.204,2.678,True,106.25,217.0,114.75,201.4,295.0,164.6,105.3,64,87,204.0
05376,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,101.8,50.0,100.6,60.25,108.6,67.7,348.0,90,93,106.0
05415,RB,CZ,2021,11,5,0.4087,1.204,2.678,True,12.14,27.86,41.84,37.0,59.1,47.9,12.4,32,48,46.0
05515,RB,CZ,2021,11,5,0.4087,1.204,2.678,True,578.0,973.5,614.5,287.5,937.5,573.5,533.0,332,459,476.0
05516,RB,CZ,2021,11,5,0.4087,1.204,2.678,True,19.08,23.39,36.28,1.742,1.98,36.2,48.22,1,13,13.0
05576,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,97.5,58.56,118.94,88.3,193.1,107.6,132.9,125,142,134.0
05615,RB,CZ,2021,11,5,0.4087,1.204,2.678,True,578.5,2206.0,708.0,795.5,1902.0,195.0,,566,678,673.0
05677,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,145.2,42.34,65.6,125.5,280.8,,,305,602,199.0
05715,RB,CZ,2021,11,5,0.4087,1.204,2.678,True,775.0,553.5,251.5,376.8,110.2,180.0,18.8,275,380,387.0
05915,RB,CZ,2021,11,5,0.4087,1.204,2.678,True,14.29,35.72,,109.7,22.2,,,45,8,107.0
06015,RB,CZ,2021,11,5,0.4087,1.204,2.678,True,215.2,1215.0,772.5,604.5,909.5,629.0,594.5,343,300,570.0
06077,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,143.9,51.0,123.9,193.4,151.5,145.9,,232,483,231.0
06115,RB,CZ,2021,11,5,0.4087,1.204,2.678,True,1691.0,2012.0,3714.0,2464.0,6780.0,6044.0,6044.0,3602,3870,4381.0
06141,RB,CZ,2021,11,5,0.4087,1.204,2.678,True,,,106.0,46.53,170.6,264.5,267.2,51,93,156.0
06171,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,398.8,392.2,779.0,562.0,849.0,1277.0,1096.0,1332,978,954.0
06177,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,1090.0,2634.0,573.0,2172.0,1738.0,434.5,584.0,759,1158,963.0
06184,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,1589.0,467.8,122.2,806.0,1204.0,496.2,224.0,1290,1808,951.0
06190,PET,CZ,2021,11,5,0.4087,1.204,2.678,True,30.81,33.7,501.0,313.8,362.2,556.0,789.5,343,397,383.0
06215,RB,CZ,2021,11,5,0.4087,1.204,2.678,True,312.5,100.44,299.8,434.2,443.5,331.5,347.2,406,397,457.0
06271,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,66.56,154.5,236.1,143.1,362.2,288.2,255.0,144,189,213.0
06315,RB,CZ,2021,11,5,0.4087,1.204,2.678,True,124.6,339.0,44.03,101.8,158.5,352.2,348.8,25,72,173.0
06515,RB,CZ,2021,11,5,0.4087,1.204,2.678,True,2922.0,1967.0,3422.0,3712.0,5536.0,6420.0,5636.0,4324,3958,4950.0
06541,RB,CZ,2021,11,5,0.4087,1.204,2.678,True,,,63.22,61.28,77.0,89.56,76.7,73,91,77.0
06571,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,460.2,947.0,1231.0,1234.0,3082.0,1972.0,981.5,890,1270,1334.0
06577,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,,,407.0,371.5,696.5,60.97,74.5,175,350,295.0
06615,RB,CZ,2021,11,5,0.4087,1.204,2.678,True,327.5,246.2,212.5,454.0,896.0,168.8,128.4,346,326,446.0
10071,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,,,,,,8.4,52.1,0,0,79.0
11076,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,484.5,584.0,33.94,461.0,1050.0,1333.0,1903.0,1900,2214,672.0
11216,RB,CZ,2021,11,5,0.4087,1.204,2.678,True,,,5.04,0.554,0.634,17.73,,1,2,11.0
11276,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,603.0,743.5,37.66,580.5,1515.0,1432.0,1896.0,2552,2840,732.0
11376,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,233.5,337.5,0.1326,152.9,299.8,393.5,277.5,938,1012,238.0
11476,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,260.8,266.2,11.914,108.6,221.0,695.0,,338,246,212.0
11576,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,328.8,422.0,3.566,245.0,482.2,555.5,,1030,1196,361.0
11676,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,194.0,184.4,10.31,103.2,204.8,291.5,,274,263,180.0
11776,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,172.6,179.8,9.85,110.4,194.1,376.2,,233,215,187.0
11876,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,162.2,152.5,6.508,82.94,109.2,300.0,,215,171,155.0
12080,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,5.0,5.0,,3.889,39.25,24.14,244.0,1,0,31.0
12180,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,5.0,5.0,,1.968,25.02,81.8,172.6,1,3,28.0
12280,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,5.0,5.0,,1.92,13.34,38.88,159.5,1,2,23.0
12576,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,475.5,596.5,17.77,404.5,884.5,857.0,1222.0,1993,2366,525.0
12815,RB,CZ,2021,11,5,0.4087,1.204,2.678,True,49.78,100.8,,126.1,102.1,,,42,77,142.0
12915,RB,CZ,2021,11,5,0.4087,1.204,2.678,True,49.78,100.8,,131.9,94.0,,,52,68,136.0
13338,NRB,CZ,2021,11,5,0.4087,1.204,2.678,True,99.25,134.5,4.277,133.1,154.5,202.4,67.25,137,132,163.0
13374,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,47.53,57.6,45.34,17.98,35.3,,,30,38,34.0
13438,NRB,CZ,2021,11,5,0.4087,1.204,2.678,True,113.75,125.44,8.32,224.2,279.0,347.8,126.44,238,244,209.0
13474,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,53.88,65.5,54.5,111.2,114.7,,,175,55,123.0
13538,NRB,CZ,2021,11,5,0.4087,1.204,2.678,True,73.06,107.06,1.577,88.7,128.1,163.1,47.75,110,114,119.0
13638,NRB,CZ,2021,11,5,0.4087,1.204,2.678,True,109.25,118.94,6.418,202.4,269.0,330.8,115.75,245,225,206.0
13674,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,55.06,62.84,52.34,127.4,94.56,,,120,49,126.0
13738,NRB,CZ,2021,11,5,0.4087,1.204,2.678,True,187.4,180.5,7.6,123.44,203.8,276.5,20.67,81,99,185.0
13838,NRB,CZ,2021,11,5,0.4087,1.204,2.678,True,168.4,162.1,116.5,99.6,182.1,,,72,94,173.0
13938,NRB,CZ,2021,11,5,0.4087,1.204,2.678,True,162.1,155.4,102.3,106.75,171.9,,,87,90,174.0
15060,NRB,CZ,2021,11,5,0.4087,1.204,2.678,True,56.1,73.3,90.56,62.75,99.44,172.5,139.0,51,58,99.0
15070,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,18.84,39.1,,42.06,35.56,14.26,12.75,31,40,46.0
15160,NRB,CZ,2021,11,5,0.4087,1.204,2.678,True,19.17,29.9,16.47,37.16,48.9,51.25,27.03,28,34,39.0
15170,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,19.55,36.6,,18.06,17.03,7.6,6.098,11,25,28.0
15260,NRB,CZ,2021,11,5,0.4087,1.204,2.678,True,13.86,24.28,18.23,21.55,45.22,56.62,37.28,28,17,29.0
15270,CAN,CZ,2021,11,5,0.4087,1.204,2.678,True,19.55,36.1,27.38,20.2,22.17,5.86,6.73,15,27,23.0
01015,RB,SK,2021,11,5,0.4087,1.204,2.678,True,2298.0,2592.0,1698.0,2844.0,2022.0,1599.0,775.0,2124,2364,1939.0
01016,RB,SK,2021,11,5,0.4087,1.204,2.678,True,8.5,22.58,28.7,25.89,25.81,29.14,48.78,32,29,31.0
01041,RB,SK,2021,11,5,0.4087,1.204,2.678,True,,,12.0,,,,,1200,1200,298.0
01070,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,13.6,0.389,10.29,4.594,14.65,7.367,6.414,15,4,22.0
01077,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,1995.0,1692.0,2124.0,2140.0,3768.0,1717.0,1051.0,2852,2248,2234.0
01125,NRB,SK,2021,11,5,0.4087,1.204,2.678,True,,,0.1224,0.2375,0.475,0.1584,0.1584,0,0,7.0
02015,RB,SK,2021,11,5,0.4087,1.204,2.678,True,107.75,148.2,,110.8,70.7,,,54,31,165.0
02077,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,406.5,519.0,404.5,477.8,684.0,296.5,344.8,352,348,577.0
02115,RB,SK,2021,11,5,0.4087,1.204,2.678,True,239.4,1221.0,287.2,885.5,1005.5,245.5,51.3,273,416,511.0
02177,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,1556.0,1101.0,1193.0,1255.0,2468.0,2170.0,1093.0,680,1233,1830.0
02184,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,,,97.0,,,224.5,41.6,1680,1680,352.0
04015,RB,SK,2021,11,5,0.4087,1.204,2.678,True,440.8,206.1,385.2,492.8,589.5,435.2,331.5,495,560,600.0
04077,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,440.0,605.5,259.2,113.75,375.2,434.2,150.1,346,390,276.0
04215,RB,SK,2021,11,5,0.4087,1.204,2.678,True,686.0,331.5,1206.0,1340.0,1881.0,802.5,933.0,1067,1893,1345.0
04271,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,315.0,265.8,172.1,80.25,91.2,161.8,115.56,142,109,166.0
04276,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,,,,,,,,771,778,386.0
04277,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,458.0,163.5,607.5,331.2,964.0,484.0,186.8,402,743,603.0
04315,RB,SK,2021,11,5,0.4087,1.204,2.678,True,23.7,7.08,38.78,46.2,37.4,39.9,46.8,28,31,53.0
04377,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,2.219,2.219,20.28,22.8,34.1,5.28,11.4,7,10,30.0
04476,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,229.1,88.0,137.9,118.7,120.4,40.8,304.8,78,68,194.0
04515,RB,SK,2021,11,5,0.4087,1.204,2.678,True,944.5,548.5,856.5,1010.5,910.0,1020.0,1136.0,777,664,1111.0
04585,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,1073.0,905.5,1044.0,1721.0,1814.0,461.2,774.5,495,912,1254.0
04590,PET,SK,2021,11,5,0.4087,1.204,2.678,True,933.0,342.5,835.5,1171.0,1364.0,1033.0,1470.0,1466,1473,1303.0
04976,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,272.5,111.3,171.4,24.72,177.5,110.06,,165,68,173.0
05015,RB,SK,2021,11,5,0.4087,1.204,2.678,True,4.562,,,,,,,2,0,353.0
05077,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,16.52,,13.25,,,,,132,106,290.0
05215,RB,SK,2021,11,5,0.4087,1.204,2.678,True,48.66,38.8,279.8,59.3,77.7,165.2,258.5,50,52,111.0
05225,NRB,SK,2021,11,5,0.4087,1.204,2.678,True,1.196,0.4517,1.283,0.0,0.1584,10.53,15.29,0,0,3.0
05276,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,658.5,405.5,448.0,834.0,688.5,422.8,331.5,392,325,792.0
05376,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,41.0,32.03,21.94,22.08,49.56,27.95,45.12,29,22,39.0
05576,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,38.12,32.03,35.34,16.31,41.88,22.2,23.52,12,9,31.0
06077,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,83.06,91.0,85.2,103.44,115.56,35.16,37.3,90,54,112.0
06115,RB,SK,2021,11,5,0.4087,1.204,2.678,True,206.0,136.8,266.2,686.0,701.5,242.6,169.8,524,476,472.0
06177,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,1384.0,2970.0,1489.0,5330.0,4084.0,1901.0,607.5,3360,2994,3011.0
06185,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,,1500.0,506.0,33.25,1156.0,224.5,224.5,382,100,237.0
06190,PET,SK,2021,11,5,0.4087,1.204,2.678,True,162.0,249.2,450.2,801.0,914.5,370.8,329.5,632,849,604.0
06276,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,19.6,31.11,32.97,47.28,116.9,26.77,52.8,54,28,91.0
06515,RB,SK,2021,11,5,0.4087,1.204,2.678,True,3.69,3.69,10.82,28.5,5.7,14.2,29.1,20,11,23.0
06571,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,7.19,3.44,20.58,20.77,32.03,24.0,52.7,39,22,34.0
06577,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,45.2,104.5,72.4,87.25,231.9,80.4,92.75,218,46,105.0
06677,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,19.81,45.78,35.38,41.4,46.44,20.28,49.8,61,20,44.0
07015,RB,SK,2021,11,5,0.4087,1.204,2.678,True,36.22,27.42,71.94,45.8,102.2,45.7,74.1,54,50,81.0
07082,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,1.284,1.284,10.91,9.48,7.68,7.44,17.52,9,7,17.0
07215,RB,SK,2021,11,5,0.4087,1.204,2.678,True,75.1,69.4,134.8,118.9,175.0,106.1,144.1,126,106,144.0
07282,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,2.125,2.125,15.12,9.36,6.12,11.4,16.8,10,11,17.0
11076,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,84.94,107.7,114.6,508.2,111.25,87.25,119.9,117,38,202.0
11215,RB,SK,2021,11,5,0.4087,1.204,2.678,True,25.97,22.94,153.5,10.6,9.5,121.4,135.6,21,12,28.0
11276,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,320.0,331.0,554.5,1000.5,447.8,424.2,414.2,458,378,709.0
11376,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,68.6,63.97,168.9,502.8,87.8,143.1,339.8,70,50,213.0
11476,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,25.92,20.97,47.75,87.0,17.52,58.1,,15,18,69.0
11576,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,48.5,43.7,153.9,82.06,69.5,48.97,,46,43,99.0
11676,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,28.47,25.73,75.0,50.53,116.2,19.56,,26,33,88.0
11776,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,87.9,67.0,122.3,66.75,58.44,155.4,,33,26,93.0
11876,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,36.06,37.88,88.94,56.03,189.5,127.3,,31,13,113.0
12576,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,149.2,124.1,123.5,199.6,93.1,77.2,119.06,181,64,158.0
12815,RB,SK,2021,11,5,0.4087,1.204,2.678,True,,,,0.5,,,,1,0,117.0
12876,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,3.043,,,,,,,2,0,117.0
12915,RB,SK,2021,11,5,0.4087,1.204,2.678,True,,,,0.5,,,,1,0,116.0
12976,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,3.043,,,,,,,2,0,115.0
13038,NRB,SK,2021,11,5,0.4087,1.204,2.678,True,,,0.6807,0.3564,2.139,0.792,1.584,0,0,6.0
13074,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,,,5.152,0.634,7.76,,,1,1,18.0
13138,NRB,SK,2021,11,5,0.4087,1.204,2.678,True,,,0.639,3.643,0.4355,0.277,1.386,0,0,5.0
13174,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,,,6.527,13.55,7.92,,,0,1,22.0
13638,NRB,SK,2021,11,5,0.4087,1.204,2.678,True,,,1.342,0.4355,3.326,1.624,6.137,0,0,6.0
13674,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,,,7.473,4.594,8.79,,,8,4,21.0
13738,NRB,SK,2021,11,5,0.4087,1.204,2.678,True,0.389,0.389,3.383,0.277,10.77,1.347,17.11,0,2,9.0
13774,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,,,9.836,21.55,15.125,,,1,9,34.0
16375,NRB,SK,2021,11,5,0.4087,1.204,2.678,True,49.8,54.88,,9.98,0.317,,,46,66,22.0
16475,NRB,SK,2021,11,5,0.4087,1.204,2.678,True,49.8,54.88,,9.42,0.317,,,46,63,24.0
18076,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,19.81,62.66,81.2,34.56,99.8,61.56,79.7,14,25,66.0
18176,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,8.586,,0.864,,0.48,0.0,18.95,0,0,29.0
18276,CAN,SK,2021,11,5,0.4087,1.204,2.678,True,14.3,46.44,46.28,7.8,69.6,46.2,72.4,15,12,41.0
01015,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,7130.0,13340.0,6850.0,10490.0,13280.0,3074.0,6510.0,11248,8968,7345.0
01016,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,284.5,297.8,413.8,118.94,133.9,64.6,197.6,175,533,213.0
01024,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,,,,,,,,3128,3266,774.0
01027,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,,,7.05,7.047,4.754,7.285,13.78,11,9,19.0
01041,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,11.43,28.58,450.5,334.8,236.4,841.0,516.0,478,488,555.0
01070,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,54.3,85.1,143.1,66.9,57.03,115.06,155.4,74,97,91.0
01071,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,465.8,849.0,1884.0,1229.0,2292.0,1179.0,3516.0,2644,2574,2074.0
01076,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,,,5.223,,,,0.12,2,0,358.0
01077,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,3074.0,1325.0,1919.0,1681.0,1816.0,2196.0,2292.0,4964,4328,3073.0
01078,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,,31.42,37.22,21.88,58.06,42.3,,38,15,51.0
01096,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,,,1.541,3.04,0.24,3.88,12.36,5,2,21.0
01125,NRB,CZ,2021,12,5,4.953,0.05847,5.79,True,,,0.8926,1.188,1.029,0.713,4.594,3,2,11.0
02015,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,1050.0,906.5,1265.0,848.0,718.5,2410.0,320.5,798,1248,1581.0
02071,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,1605.0,1306.0,646.5,957.0,1857.0,641.0,255.9,1189,1870,1375.0
02115,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,13496.0,9640.0,12420.0,14140.0,8040.0,10900.0,8630.0,12360,13256,12305.0
02141,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,,,121.8,45.7,21.8,190.4,151.6,62,106,76.0
02170,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,40.0,28.58,39.12,28.03,27.8,20.2,75.7,16,35,43.0
02171,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,631.0,669.5,1687.0,1396.0,1342.0,2868.0,1171.0,3328,3076,2030.0
02177,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,275.5,571.0,909.0,1740.0,673.5,1428.0,1606.0,822,1728,1320.0
02215,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,10.71,53.56,223.2,256.5,237.1,245.5,230.6,186,280,258.0
02815,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,894.5,952.0,2480.0,1437.0,1192.0,3220.0,2037.0,1526,2202,2792.0
02841,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,4.285,10.0,87.2,18.16,54.6,134.2,110.75,41,112,53.0
02871,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,259.0,308.5,298.2,471.5,493.5,230.4,197.0,482,407,470.0
02877,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,357.2,142.9,79.9,106.06,577.0,212.0,20.4,97,441,308.0
03015,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,863.5,421.2,697.5,777.5,596.5,837.0,923.5,858,1241,1063.0
03092,PET,CZ,2021,12,5,4.953,0.05847,5.79,True,329.5,21.16,421.0,332.0,429.8,750.5,1474.0,681,868,629.0
03115,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,504.5,440.0,831.0,894.0,929.0,1423.0,1015.0,1010,1572,1198.0
03515,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,37.16,130.0,40.03,40.5,76.2,27.7,25.4,9,31,53.0
05015,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,3824.0,4710.0,4572.0,4140.0,4970.0,5104.0,1255.0,6172,5560,5752.0
05071,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,2786.0,1817.0,1357.0,1801.0,3602.0,1895.0,1084.0,3448,4072,2795.0
05115,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,3718.0,5852.0,7452.0,6240.0,8980.0,10710.0,5176.0,5184,6748,7706.0
05141,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,2.0,1.143,88.8,119.94,99.6,176.2,130.2,83,175,146.0
05171,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,164.9,278.2,724.0,967.5,615.5,1151.0,712.5,1082,1260,1244.0
05177,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,357.5,506.5,334.5,638.0,332.0,382.8,244.5,1609,1846,605.0
05215,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,942.0,1669.0,2218.0,903.5,770.0,871.0,1316.0,844,1108,1256.0
05216,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,54.2,68.0,115.6,7.13,14.97,9.34,134.4,7,10,20.0
05241,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,4.285,55.72,51.34,48.72,77.44,66.1,50.44,35,67,63.0
05270,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,60.0,42.84,5.438,24.31,26.69,50.53,65.25,54,58,41.0
05276,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,157.0,335.5,1032.0,619.5,478.2,775.5,1686.0,1449,1301,985.0
05315,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,104.1,106.25,114.75,64.0,201.4,73.2,82.3,83,125,111.0
05376,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,55.84,101.8,100.6,89.75,60.25,108.94,118.3,217,204,95.0
05415,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,23.42,12.14,41.84,31.5,37.0,53.2,30.6,43,47,38.0
05515,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,441.0,578.0,614.5,332.5,287.5,332.2,471.0,322,415,411.0
05516,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,15.805,19.08,36.28,0.871,1.742,1.347,55.28,3,4,12.0
05576,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,53.5,97.5,118.94,125.25,88.3,120.0,94.44,378,393,129.0
05615,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,390.8,578.5,708.0,565.5,795.5,949.0,,432,788,800.0
05677,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,172.8,145.2,65.6,305.0,125.5,,,265,232,260.0
05715,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,221.4,775.0,251.5,275.0,376.8,80.4,34.8,70,205,245.0
05915,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,28.58,14.29,,44.9,109.7,,,92,108,112.0
06015,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,204.8,215.2,772.5,343.0,604.5,612.0,1715.0,352,664,714.0
06077,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,804.5,143.9,123.9,232.2,193.4,123.5,,892,1139,453.0
06115,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,2674.0,1691.0,3714.0,3602.0,2464.0,9320.0,4796.0,7104,6364,6088.0
06141,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,,,106.0,50.7,46.53,219.0,169.5,109,167,80.0
06171,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,234.2,398.8,779.0,1332.0,562.0,1179.0,851.0,857,947,1147.0
06177,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,487.2,1090.0,573.0,759.0,2172.0,805.5,385.2,911,780,956.0
06184,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,2030.0,1589.0,122.2,1290.0,806.0,500.2,119.3,812,1837,838.0
06190,PET,CZ,2021,12,5,4.953,0.05847,5.79,True,29.67,30.81,501.0,343.2,313.8,1078.0,761.5,368,638,573.0
06215,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,498.0,312.5,299.8,405.8,434.2,361.2,357.0,493,538,524.0
06271,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,58.25,66.56,236.1,144.5,143.1,154.1,324.0,118,139,180.0
06315,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,27.5,124.6,44.03,24.8,101.8,381.2,141.6,6,20,69.0
06515,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,6150.0,2922.0,3422.0,4324.0,3712.0,4676.0,4430.0,9200,8624,6191.0
06541,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,,,63.22,73.25,61.28,120.8,68.6,110,76,83.0
06571,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,391.0,460.2,1231.0,890.0,1234.0,1587.0,1004.5,1162,1464,1308.0
06577,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,,,407.0,175.0,371.5,140.9,648.0,286,1158,293.0
06615,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,563.0,327.5,212.5,346.5,454.0,342.0,212.2,455,560,453.0
11076,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,992.5,484.5,33.94,1900.0,461.0,1498.0,2406.0,1012,1000,1479.0
11216,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,,,5.04,0.792,0.554,1.426,,2,1,11.0
