Week,NumberWorkdays,AvgTemp,AvgRain,AvgSun,IsLockdown,PdtHl,PrevWeekPdtHl1,BgtHl,PrevWeekBgtHl1,PrevWeekSalesHl1,PrevWeekSalesHl2,RealSalesHl,PredictSalesHl
17,5,11.364285714285714,0.0,11.071428571428571,True,68.78773857721227,93.89762868710235,1135.4536838067995,1135.4536838067995,1120.3,916.4,1359,803.6144439395661
35,5,18.014285714285712,2.2285714285714286,5.221428571428571,False,566.1576509511993,258.8285773366419,1034.91786201476,1113.884871148925,1272.7,1130.8,1483,905.8780120025739
12,5,7.05,1.457142857142857,5.728571428571429,True,656.5620879120879,117.11575091575092,337.66461128490005,337.66461128490005,347.8068,108.504,202,321.4715327904321
32,5,17.22142857142857,2.021428571428572,5.614285714285714,False,0.0,0.0,15800.00715849945,15800.00715849945,7051.3,11738.4,17085,1611.4652596672547
34,5,20.014285714285712,3.121428571428571,6.842857142857142,False,64.45545314900154,82.1386033321517,0.0,0.0,61.056,270.624,44,168.26991882558264
37,5,13.521428571428572,3.0357142857142856,2.4785714285714286,False,0.0,0.0,0.0,0.0,0.0,0.0,2,133.3937811988833
33,5,19.807142857142857,2.835714285714286,7.035714285714285,False,36.4655172413793,116.21551724137936,195.276,195.276,64.608,94.272,128,182.38728017578842
41,5,11.135714285714284,2.085714285714286,5.707142857142857,False,67.77777777777777,155.39980550850115,0.0,0.0,159.39,136.2636,85,167.68388652227736
19,4,18.157142857142865,1.3214285714285714,8.52142857142857,False,2050.0033209574804,2455.987509095319,1776.9103545988244,1776.9103545988244,1871.04,3361.92,2484,1717.7847023670465
3,5,0.3642857142857141,0.2142857142857143,2.2142857142857144,False,162.97619047619048,220.1190476190476,991.5088773438748,991.5088773438748,543.36,574.44,600,576.5605057006774
36,5,18.3,0.5428571428571428,6.3571428571428585,False,0.0,0.0,86.74008900424,86.74008900424,169.92,259.64,70,189.98088405961516
8,5,5.821428571428572,0.9071428571428573,2.185714285714285,False,75.57142857142857,167.5714285714286,182.61294949787504,182.61294949787504,75.1608,74.1312,76,182.64244467695744
6,5,0.6,0.3714285714285714,3.792857142857143,False,21.035714285714285,20.607142857142858,122.27430932505,122.27430932505,21.456,20.16,79,156.68228264309937
26,4,16.70714285714286,2.814285714285714,5.592857142857143,False,71.42857142857143,862.8571428571428,631.38667701416,631.38667701416,612.08,1764.28,390,731.4380624523027
25,4,17.70714285714286,1.8857142857142857,5.628571428571429,False,232.73809523809524,456.2857142857142,551.4602913159999,551.4602913159999,354.2,1282.0,1536,537.5154209537855
19,4,10.635714285714286,2.021428571428572,4.335714285714286,False,768.3425176973565,1981.4439324116747,2143.1236119987,2143.1236119987,961.1,1786.2,936,1429.1999767088132
26,5,19.821428571428573,7.028571428571429,7.678571428571428,False,442.6889894419305,253.43371040723977,425.87033047358,425.87033047358,655.38,206.7516,522,385.74749468267373
16,5,15.928571428571429,0.2999999999999999,9.964285714285714,False,0.0,0.0,60.6561966929,0.0,0.0,0.0,4,137.85774303252083
6,5,-1.792857142857143,0.0,0.6214285714285713,False,3703.450577200577,12682.590245775727,8316.656820366225,8316.656820366225,8152.8,13012.3,2396,1629.1897155595911
11,5,6.571428571428571,2.3642857142857143,5.285714285714286,False,22.580645161290324,22.580645161290324,121.02525877121998,121.02525877121998,148.104,172.1808,112,184.8910970030754
50,5,3.128571428571429,0.2928571428571428,2.0785714285714283,False,0.0,0.0,6.968096487919999,6.968096487919999,4.9896,1.0296,1,134.9249763645921
44,5,6.878571428571428,0.4071428571428571,2.75,False,0.1428571428571428,36.21428571428572,153.32999999999998,124.11,192.48,337.08,203,211.3426297929925
39,4,9.835714285714284,0.1928571428571428,7.628571428571429,False,0.0,714.2857142857143,410.08018963024,410.08018963024,234.84,2687.76,43,849.3968927256522
47,5,7.342857142857142,0.5857142857142856,1.8357142857142856,False,1.25,0.75,91.17877630745,91.17877630745,118.48,56.32,59,164.53561604006768
29,5,22.07857142857143,2.1,8.442857142857143,False,0.0,0.0,170.27,170.27,73.84,67.48,69,173.960137111319
26,5,19.821428571428573,7.028571428571429,7.678571428571428,False,6.619047619047619,2.333333333333333,18.41500406532,18.41500406532,0.9504,1.188,2,136.3592692197351
12,5,-0.0428571428571428,0.05,4.242857142857143,False,0.0,2.0,38.25392774897999,38.25392774897999,21.6,17.76,21,142.16503112602595
1,4,0.88125,1.13125,0.71875,False,5502.122932599376,3593.5799175357747,4017.38964821975,3355.87359387308,2710.9,7091.9,3733,1754.4534568306917
30,5,23.871428571428574,1.4857142857142858,9.150000000000002,False,683.778801843318,877.0645161290323,3588.4308352919497,3588.4308352919497,1945.56,1525.56,2534,1794.8364988156102
22,4,21.35,2.5500000000000003,5.785714285714286,False,11106.40476190476,11681.676157176158,9179.2127435211,9453.359177545271,13619.4,14044.3,7320,1617.805378373253
51,5,6.528571428571428,2.1357142857142857,1.6785714285714288,False,3442.0031055900627,3075.7668418537987,2628.511449278019,2628.511449278019,3123.5,2857.1,6342,1906.5837011142114
39,5,14.785714285714286,0.4642857142857143,2.7785714285714285,False,6.809523809523808,0.0,95.81595660745998,0.0,0.0,0.0,0,141.0547728731858
41,5,8.192857142857141,1.15,1.5214285714285716,False,0.0,0.0,100.0,100.0,33.264,8.316,17,152.27557456611612
43,4,9.0,0.7071428571428572,1.4285714285714286,False,0.0,0.0,1570.87232468625,1570.87232468625,1159.2,535.59,631,927.6725176271913
22,5,17.985714285714284,3.75,5.578571428571428,False,0.0,0.0,58.44000000000001,60.84,541.9200000000001,383.16,918,260.9089991586395
50,5,3.128571428571429,0.2928571428571428,2.0785714285714283,False,0.0,0.0,528.81664716982,528.81664716982,348.48,465.84,404,348.00683900066883
42,5,12.035714285714286,2.2357142857142853,4.242857142857142,False,0.0,0.0,0.0,0.0,20.1168,20.1168,23,136.92199148793316
19,4,12.650000000000002,2.571428571428572,7.25,True,13.636363636363637,0.0,0.0,0.0,0.0,1.44,1,134.1935657926315
53,4,0.9980769230769232,1.0038461538461538,3.332692307692308,True,0.0,16.6984126984127,31.863217265516667,31.863217265516667,36.9,58.8,35,145.9922233256284
18,4,16.349999999999998,0.2714285714285714,9.25,False,18.035714285714285,18.57142857142857,74.805490215,49.7771978601,14.928,11.568,18,145.53848306695772
40,5,10.678571428571429,3.435714285714286,2.892857142857143,False,0.0,0.0,132.50000000005,106.00000000004,47.4,10.0,144,157.32291010522295
50,5,3.128571428571429,0.2928571428571428,2.0785714285714283,False,10167.879796967874,6183.037167133941,8891.0327301204,8891.0327301204,10001.4,12612.9,8796,1633.5540580452
19,4,12.650000000000002,2.571428571428572,7.25,True,94.12624955689472,96.50873803615738,285.69879405055,285.69879405055,202.896,155.328,131,228.93899517446698
33,5,22.642857142857142,0.2357142857142857,9.507142857142858,False,0.0,0.0,4.912005085924999,4.912005085924999,36.1548,30.1356,31,140.03123624677414
37,5,19.25714285714286,3.271428571428572,7.942857142857143,False,0.0,0.0,0.0,0.0,159.6672,170.2008,142,166.16816378430144
34,5,20.342857142857145,0.0499999999999999,10.25,False,0.0,0.0,51.074099999999774,51.074099999999774,0.6732,0.5148,0,140.60392261571656
36,5,15.45,5.292857142857144,5.157142857142857,False,882.9120879120882,330.47755470336114,332.22192399073987,332.22192399073987,797.0,391.3,298,480.8535445828513
45,5,6.028571428571429,1.6928571428571428,1.2714285714285716,False,0.0,0.0,0.0,0.0,17.5032,17.028,27,136.42952951492498
22,5,17.985714285714284,3.75,5.578571428571428,False,0.0,0.0,5444.19290751746,4846.934689558148,2927.1,5173.7,8239,1796.8328481496947
27,3,19.692857142857143,0.6428571428571429,9.307142857142855,False,0.0,0.0,3.93,3.12,2126.04,1798.2,839,923.9616276528375
1,4,0.5799999999999998,0.16,3.35,False,43.91117511520737,109.46785714285716,75.91676256719998,74.69578478273999,38.688,59.952,47,155.57357262320716
38,5,16.57857142857143,0.0571428571428571,10.121428571428572,False,492.8571428571428,657.1428571428571,360.0,360.0,388.8,889.92,320,448.43355626147263
9,5,5.028571428571428,1.514285714285714,2.1214285714285714,False,102.60507036822828,102.72535359377466,137.76880893889998,134.792332564,151.0,119.3,147,188.31019332433675
4,5,-3.2642857142857147,0.2142857142857142,1.6071428571428572,False,18.69047619047619,40.83333333333333,105.06702303185,105.06702303185,120.84,127.44,122,174.16114117021266
51,5,6.528571428571428,2.1357142857142857,1.6785714285714288,False,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0,133.45494662260558
29,5,19.55,1.407142857142857,7.321428571428572,False,0.0,412.07142857142856,925.0,925.0,656.964,407.484,2364,542.6723057164365
5,5,-0.757142857142857,2.071428571428572,1.6785714285714288,False,11.061904761904763,7.466666666666666,87.99734740469998,77.9121517231625,284.76,263.28,384,206.80568620211216
23,5,21.235714285714288,1.75,11.364285714285716,False,0.0,8.928571428571429,135.75501599999998,135.75501599999998,11.275,25.245,5,157.21011286253702
10,5,5.092857142857143,1.285714285714286,3.421428571428572,False,39.21082949308756,33.11175115207374,172.87597924073998,172.87597924073998,228.24,121.392,177,201.55274635038154
13,5,7.107142857142857,0.3285714285714285,5.314285714285715,False,0.0,0.0,8.0,8.0,0.12,6.72,7,134.93862034168842
42,5,11.099999999999998,0.6214285714285713,3.7928571428571423,False,386.4340659340658,331.1263736263736,711.909907074525,711.909907074525,509.5,474.3,496,476.13023847212094
32,5,20.157142857142865,4.242857142857143,8.028571428571428,False,4.174311926605504,4.236811926605504,0.0,0.0,48.12,10.56,148,139.44600917258867
30,5,24.15,0.6428571428571427,10.178571428571429,False,403.4642857142858,517.8571428571427,1092.0411174283,1092.0411174283,232.2,581.16,775,599.4459852807256
36,5,16.02142857142857,5.678571428571429,5.007142857142857,False,0.1290322580645161,0.9032258064516128,5.178718385180001,5.178718385180001,6.3756,8.4744,6,135.32610713212625
12,5,7.05,1.457142857142857,5.728571428571429,True,15.714285714285715,3.571428571428572,32.37319999998,32.37319999998,47.9,32.0,53,146.05114247605252
6,5,-1.792857142857143,0.0,0.6214285714285713,False,1147.321428571429,1623.8690476190477,1341.697466479025,1341.697466479025,1809.6,1124.0,1640,1263.529297985169
48,5,-0.2857142857142858,0.3928571428571428,2.414285714285714,False,0.0,0.0,27.64257696058001,0.0,7.2864,4.1976,6,136.42272796252223
24,5,24.3,1.2642857142857142,10.278571428571428,False,157.14285714285714,82.85714285714286,236.86922060742,236.86922060742,121.08,316.08,258,229.264367927256
2,5,0.35,1.5857142857142856,0.9285714285714286,False,46.54761904761905,76.58090117767537,105.06702303185,105.06702303185,133.08,229.68,127,187.64335510638898
11,5,6.571428571428571,2.3642857142857143,5.285714285714286,False,5946.972350230416,9132.284038542104,4078.84123014182,4078.84123014182,7346.2,10714.3,6878,1659.8286811698865
24,5,17.892857142857142,4.557142857142858,4.35,False,42.85714285714286,27.857142857142858,0.0,0.0,161.64,88.2,82,161.2049264933662
37,5,15.371428571428575,0.7999999999999999,7.628571428571429,False,12.904761904761903,6.323809523809524,1.3671389366800004,1.3671389366800004,32.076,26.4528,20,139.47076513758543
6,5,3.2285714285714286,2.685714285714286,2.9785714285714286,False,1065.4679802955666,211.256157635468,845.5267643867002,845.5267643867002,605.28,256.56,1192,611.3596947448206
37,5,16.435714285714287,0.0,8.914285714285715,False,0.0,0.0,545.5029999999999,0.0,0.0,0.0,848,194.26771731568124
25,5,22.214285714285715,1.6142857142857143,8.528571428571428,False,0.0,0.0,1272.838041601661,1272.838041601661,312.864,864.96,228,686.5736093609283
20,4,14.771428571428572,2.95,7.857142857142857,False,936.2875457875458,3213.332167832168,6118.344364128625,6118.344364128625,4907.5,7515.8,3969,1746.4222173553542
50,5,3.128571428571429,0.2928571428571428,2.0785714285714283,False,136.08812267780007,177.83341693909438,396.000848201,396.000848201,267.12,287.19,672,284.4247622471887
28,5,19.735714285714288,0.7357142857142857,6.785714285714287,False,198.66140394088671,119.23195339143616,613.7968829896249,0.0,305.616,808.0319999999999,229,366.73027024490784
6,5,0.6,0.3714285714285714,3.792857142857143,False,128.64285714285717,99.21428571428572,83.30252579889999,83.30252579889999,126.0072,116.8992,62,177.5419433424238
52,2,3.2,1.2357142857142858,0.3857142857142857,False,6.901408450704224,6.901408450704224,0.0,0.0,0.912,1.104,1,133.91678252656675
12,5,7.021428571428572,0.0357142857142857,5.842857142857142,False,15.80069124423963,15.22926267281106,11.350096533040002,11.350096533040002,37.296,36.24,29,142.23085979892994
21,5,16.67857142857143,0.35,8.64285714285714,False,26.35338345864661,26.42857142857143,177.17039999999992,177.17039999999992,146.2032,71.7552,176,185.9853870625834
29,5,21.27142857142857,3.407142857142857,6.999999999999999,False,5367.945025404702,8295.825062034739,10257.132115863653,10257.132115863653,6863.2,13728.3,4824,1634.5712258023093
33,5,19.807142857142857,2.835714285714286,7.035714285714285,False,71.18381976446493,195.86635944700464,546.50625,546.50625,332.175,591.15,307,375.809939600254
19,4,12.650000000000002,2.571428571428572,7.25,True,0.0,0.0,0.0,0.0,14.016,79.056,132,140.82780219755273
28,5,18.692857142857143,7.471428571428572,3.5000000000000004,False,0.0,0.0,260.129834505725,260.129834505725,223.5816,515.9484,238,265.0494886916272
30,5,20.142857142857142,0.7642857142857142,8.235714285714286,False,1765.2147707979625,412.7861993693911,3412.331226147124,3412.331226147124,1655.4,673.4,4790,1739.9926674688677
31,5,24.11428571428572,0.5785714285714285,7.835714285714286,False,1.5625,10.9375,0.0,0.0,11.16,5.82,1,134.988336414566
31,5,19.57857142857143,2.007142857142857,5.928571428571429,False,0.0,0.0,843.8236079737,837.5933722247249,500.4,733.2,668,522.1896968753774
13,5,12.707142857142856,0.4071428571428571,9.3,False,0.0,0.0,340.0,340.0,166.32,141.372,258,229.3436001506136
5,5,5.714285714285714,0.4142857142857143,1.6285714285714286,False,0.0,0.0,25.89670275,20.71735875,55.08,60.48,112,147.01881877992855
37,5,19.25714285714286,3.271428571428572,7.942857142857143,False,0.0,0.0,1877.98595872144,1877.98595872144,684.27,691.56,566,990.010600111147
46,5,6.0,0.0785714285714285,0.9142857142857144,True,36.785714285714285,1.7857142857142858,178.81749698759998,178.81749698759998,44.1144,63.36,76,173.85154627457996
10,5,4.557142857142856,1.5785714285714287,2.257142857142857,False,28.571428571428573,100.0,124.03940140524,124.03940140524,72.545,78.045,100,168.02503307602092
15,4,9.614285714285714,1.0357142857142858,3.835714285714286,False,25.725940725940724,12.813852813852812,186.03,186.03,147.12,143.88,21,194.33660004733633
46,5,6.978571428571428,2.8285714285714287,2.821428571428572,False,10.642857142857142,7.0,5.120669608799999,5.120669608799999,36.384,38.544,32,141.23352604886486
32,5,20.157142857142865,4.242857142857143,8.028571428571428,False,5.357142857142857,18.75,191.6244,191.6244,153.3312,129.6504,148,193.74856295572522
16,4,4.707142857142856,1.75,2.6785714285714284,False,46.90174036489825,50.96883116883117,162.74400000000003,162.74400000000003,24.48,30.624,53,166.51436656527426
8,5,5.821428571428572,0.9071428571428573,2.185714285714285,False,959.7161172161174,282.7564102564103,1411.2798910072252,1411.2798910072252,648.99,606.33,1770,874.0537695250181
44,5,6.878571428571428,0.4071428571428571,2.75,False,77.54761904761904,0.9999999999999998,0.0,0.0,78.36,94.08,98,153.65664552047838
16,4,11.571428571428571,0.0,12.321428571428571,False,62.13188405797102,35.13188405797101,71.96218815432499,71.96218815432499,42.528,31.728,55,153.937198023757
48,5,4.721428571428572,0.05,1.4785714285714289,False,907.1428571428572,696.2380952380952,1546.6701646518202,1371.0752071215754,391.1,308.7,2621,821.6389534918037
37,5,19.25714285714286,3.271428571428572,7.942857142857143,False,0.0,0.0,8621.990052515699,8621.990052515699,15353.3,14786.2,11742,1614.8375431489087
18,4,10.178571428571429,2.9142857142857146,3.8642857142857134,False,16.94835164835165,16.091925465838507,5.025135575249999,5.54753465845,23.76,31.9968,37,139.67963895736762
50,5,-0.0285714285714286,0.6142857142857141,0.6714285714285715,False,10.23041474654378,244.29958767887464,239.60541723424,239.60541723424,214.65,177.375,236,220.06235188693472
1,4,0.88125,1.13125,0.71875,False,0.9859154929577464,6.901408450704224,0.0,0.0,0.96,0.912,1,133.62189218013032
26,5,19.821428571428573,7.028571428571429,7.678571428571428,False,1377.055167708109,2147.0260791496084,1316.9541042283,1316.9541042283,942.72,1612.44,710,1233.814401563397
37,5,16.435714285714287,0.0,8.914285714285715,False,0.0,1.7142857142857142,6.378301138019999,6.378301138019999,26.16,32.4,12,139.30152823915887
3,5,0.6642857142857144,1.0357142857142858,0.8357142857142856,False,66.66666666666667,69.86666666666667,147.586571227575,147.586571227575,130.6008,451.2816,137,223.66977637027435
40,5,10.935714285714289,3.5,2.607142857142857,False,38.4147465437788,33.25999162128195,76.21200000000002,71.184,25.344,15.696,29,149.72937919734773
31,5,20.678571428571427,2.7357142857142853,5.785714285714286,False,10.0,12.5,8.9893012281,14.288583011,16.9488,11.4048,12,137.93761112874336
49,5,2.092857142857143,0.5357142857142857,1.657142857142857,False,15.0,105.0,74.976,74.976,117.96,80.4,45,164.811918317728
17,5,16.085714285714285,0.3428571428571428,7.992857142857143,False,0.0,0.0,0.0,0.0,0.192,0.0,0,133.4202858562178
7,5,1.1428571428571428,0.7571428571428571,4.878571428571429,False,1250.0,0.0,300.00000000007503,300.00000000007503,710.9,220.0,1188,498.6631612909232
33,5,22.17142857142857,2.271428571428572,9.164285714285713,False,10.903225806451612,8.046082949308756,10.296549398100002,10.296549398100002,8.2368,4.356,8,136.4337502622791
48,5,4.721428571428572,0.05,1.4785714285714289,False,0.0,0.0,112.0,12.474,33.264,41.58,50,149.50383478494928
35,5,22.978571428571428,1.7642857142857142,8.778571428571428,False,1575.125723738627,2234.813569283009,666.94776319566,2293.0857530725,2470.8,3770.52,2791,1710.6448321820426
6,5,-1.792857142857143,0.0,0.6214285714285713,False,0.0,0.0,0.0,0.0,0.0,0.0,0,133.4323585103632
5,5,-0.757142857142857,2.071428571428572,1.6785714285714288,False,0.0,0.0,95.46866122025,107.047536971525,101.52,87.28,89,166.61969159612363
39,5,14.785714285714286,0.4642857142857143,2.7785714285714285,False,126.01648351648348,342.9945054945054,581.9729262567,581.9729262567,706.56,653.04,607,475.7912094445792
25,4,17.70714285714286,1.8857142857142857,5.628571428571429,False,155.88246284046647,234.96850679651044,0.0,0.0,260.208,271.824,301,203.58729147655185
47,5,7.342857142857142,0.5857142857142856,1.8357142857142856,False,25.000000000000004,25.000000000000004,0.0,0.0,51.3216,25.4232,19,141.9260887212381
3,5,-5.264285714285714,0.0571428571428571,3.085714285714286,False,971.8364055299544,790.0506912442399,1090.2653178990251,1090.2653178990251,806.04,347.64,712,765.3257837733444
1,4,0.5799999999999998,0.16,3.35,False,159.93368062512528,373.1181126026849,597.934687339025,235.25644597074,455.88,667.56,1204,390.04307764119585
27,3,20.285714285714285,0.5642857142857143,10.257142857142858,False,85.57123910572187,60.734313138956665,0.0,0.0,333.264,94.608,141,189.09818369215327
31,5,24.11428571428572,0.5785714285714285,7.835714285714286,False,41.66666666666666,26.428571428571427,0.0,0.0,13.824,1.968,27,137.10777341565336
53,4,0.9980769230769232,1.0038461538461538,3.332692307692308,True,25.26050132663036,31.292186845412648,0.0,0.0,18.8496,47.4408,28,140.08930623960555
17,5,7.157142857142857,6.664285714285714,3.521428571428572,False,58.94736842105262,46.7719298245614,326.0400000000001,326.0400000000001,371.4,305.16,554,278.60471287644054
15,5,10.992857142857144,1.85,2.685714285714286,False,0.0,0.0,450.17323985110016,450.17323985110016,357.96,648.12,331,355.0346585701077
11,5,6.3,1.65,3.621428571428571,False,277.18487394957987,184.8901098901099,815.48139980046,815.48139980046,685.2,927.48,807,607.8593712832723
7,5,5.1000000000000005,1.2071428571428573,3.3428571428571425,False,2.142857142857143,0.0,9.9457886968,9.9457886968,4.0392,2.6136,7,135.43824162762303
46,4,5.085714285714286,2.307142857142857,1.978571428571428,False,0.0,0.0,0.0,0.0,8.316,11.8008,6,135.0970712278422
20,5,9.964285714285714,4.371428571428572,6.685714285714286,True,120.35482098546616,94.12624955689472,285.69879405055,285.69879405055,131.376,202.896,199,225.89602250872736
41,5,13.042857142857144,0.0,8.385714285714284,False,0.0,0.4285714285714285,21.11850238295,21.11850238295,4.1976,7.524,1,137.18628333752395
20,5,14.085714285714284,0.2142857142857142,6.192857142857142,False,0.0,0.0,98.82631506305,98.82631506305,18.81,15.5628,44,151.03641230329708
48,5,4.721428571428572,0.05,1.4785714285714289,False,1.4,0.0,232.49363227582,128.703882766575,144.48,121.72,148,190.32441562035888
26,5,20.2,1.842857142857143,7.514285714285715,False,0.0,0.0,0.0,82.1392704,65.1816,53.9352,83,150.11136170647706
