SkuShort,ProductGroup,PrimaryPack,Country,Year,Week,NumberWorkdays,AvgTemp,AvgRain,AvgSun,IsLockdown,PdtHl,PrevWeekPdtHl1,PrevWeekSalesHl1,PrevWeekSalesHl2,PrevYearSalesHl1,PrevYearSalesHl2,SalesHl,OldPredSalesHl,PredictSalesHl
05003,CLEAR BEER,KEG,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,59.1,31.8,21.6,57.3,1078,1246,555.0
05005,CLEAR BEER,KEG,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,295.5,86.5,38.5,395.0,2648,2834,2297.0
05100,CLEAR BEER,TANK,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,9.9,9.9,0.0,40.0,19,0,159.0
05103,CLEAR BEER,KEG,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,142.5,43.5,28.5,68.4,954,1100,675.0
05105,CLEAR BEER,KEG,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,677.5,172.5,74.0,1220.0,1908,2388,1815.0
05202,CLEAR BEER,KEG,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,6.3,0.9,0.75,25.35,8,10,76.0
05203,CLEAR BEER,KEG,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,18.6,2.1,0.6,57.9,27,29,248.0
05603,CLEAR BEER,KEG,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,14.4,59.1,,,111,82,138.0
06003,CLEAR BEER,KEG,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,9.0,7.2,13.5,30.9,20,17,49.0
06005,CLEAR BEER,KEG,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,11.5,8.0,19.5,10.5,16,32,98.0
06103,CLEAR BEER,KEG,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,9.6,10.8,5.1,42.3,244,290,148.0
06105,CLEAR BEER,KEG,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,82.0,29.5,12.5,250.0,481,625,279.0
06202,CLEAR BEER,KEG,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,2.25,4.05,1.35,59.1,5,5,60.0
06203,CLEAR BEER,KEG,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,9.3,3.0,15.3,11.7,16,21,230.0
06500,CLEAR BEER,TANK,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,,,0.0,40.0,20,0,389.0
06503,CLEAR BEER,KEG,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,29.4,6.3,3.9,30.3,1341,1260,608.0
06505,CLEAR BEER,KEG,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,118.5,33.5,10.0,218.0,2864,2692,1817.0
08103,CLEAR BEER,KEG,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,0.0,0.0,,,0,0,60.0
08202,CLEAR BEER,KEG,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,3.0,6.15,7.2,36.3,4,5,25.0
08302,CLEAR BEER,KEG,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,2.25,0.6,0.45,17.1,2,4,16.0
11202,FLAVOURED BEER,KEG,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,9.75,2.25,1.35,27.75,30,17,58.0
11203,FLAVOURED BEER,KEG,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,87.6,13.5,18.9,317.7,198,58,167.0
11205,FLAVOURED BEER,KEG,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,,0.0,,,0,0,77.0
15002,CIDER,KEG,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,4.131,0.612,3.978,34.884,11,4,6.0
15003,CIDER,KEG,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,10.8,7.8,19.2,134.4,40,5,35.0
20105,SOFT DRINKS,KEG,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,13.0,11.5,10.0,200.5,32,13,27.0
20205,SOFT DRINKS,KEG,CZ,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,56.0,58.5,46.0,587.0,138,71,86.0
01000,CLEAR BEER,TANK,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,160.0,125.0,0.0,370.0,345,100,127.0
01002,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,117.0,64.5,95.85,80.25,124,41,156.0
01003,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,419.1,134.7,103.2,568.8,609,241,331.0
01005,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,739.0,316.0,418.5,1115.5,914,400,631.0
02503,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,6.9,4.8,1.5,22.8,21,7,20.0
02600,CLEAR BEER,TANK,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,,,0.0,140.0,55,0,4.0
02603,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,150.9,47.7,40.8,118.8,126,41,132.0
02605,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,440.0,112.5,98.0,739.0,630,252,286.0
02803,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,26.7,7.5,7.2,82.2,40,25,14.0
04000,CLEAR BEER,TANK,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,,,0.0,189.4,59,0,77.0
04003,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,84.0,42.9,31.2,104.7,149,27,99.0
04005,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,495.5,125.0,42.5,847.5,688,324,203.0
04203,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,79.8,54.3,37.2,91.8,122,28,101.0
04205,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,210.0,60.0,16.5,507.5,364,204,166.0
04303,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,14.4,6.0,1.5,32.4,16,11,32.0
05000,CLEAR BEER,TANK,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,47.88,47.88,0.0,20.0,25,0,49.0
05003,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,59.1,31.8,21.6,57.3,79,22,83.0
05005,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,295.5,86.5,38.5,395.0,380,138,196.0
05100,CLEAR BEER,TANK,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,9.9,9.9,0.0,40.0,55,0,36.0
05103,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,142.5,43.5,28.5,68.4,100,29,137.0
05105,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,677.5,172.5,74.0,1220.0,922,390,223.0
05202,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,6.3,0.9,0.75,25.35,9,8,11.0
05203,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,18.6,2.1,0.6,57.9,21,20,31.0
05603,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,14.4,59.1,,,74,100,37.0
06103,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,9.6,10.8,5.1,42.3,23,12,16.0
06105,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,82.0,29.5,12.5,250.0,150,79,84.0
06500,CLEAR BEER,TANK,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,,,0.0,40.0,20,0,0.0
06503,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,29.4,6.3,3.9,30.3,36,13,35.0
06505,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,118.5,33.5,10.0,218.0,148,78,150.0
07005,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,97.0,42.5,1.5,229.0,163,54,68.0
07105,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,36.0,,2.5,85.5,49,17,91.0
07205,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,47.5,8.5,4.0,153.0,67,51,34.0
07303,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,14.4,1.2,0.6,32.1,21,11,14.0
08002,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,0.3,1.05,,,1,0,11.0
08302,CLEAR BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,2.25,0.6,0.45,17.1,11,14,0.0
11202,FLAVOURED BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,9.75,2.25,1.35,27.75,21,19,8.0
11203,FLAVOURED BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,87.6,13.5,18.9,317.7,180,124,67.0
11205,FLAVOURED BEER,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,,0.0,,,0,0,49.0
21005,SOFT DRINKS,KEG,SK,2021,17,5,7.617948717948717,6.864102564102564,5.57948717948718,True,,,148.0,29.5,9.0,195.0,160,100,115.0
01000,CLEAR BEER,TANK,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,345.0,160.0,0.0,380.0,722,640,1345.0
01002,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,123.75,117.0,79.2,99.45,1002,889,773.0
01003,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,609.0,419.1,183.0,648.0,2200,2090,1117.0
01005,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,913.5,739.0,603.5,1092.5,4344,3218,5441.0
02303,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,197.7,143.4,137.7,344.1,185,167,105.0
02305,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,512.5,269.0,408.5,1943.0,469,489,359.0
02503,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,20.7,6.9,3.0,26.4,77,83,32.0
02505,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,320.5,173.0,329.5,1248.0,286,339,550.0
02603,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,125.7,150.9,73.8,97.2,521,427,509.0
02605,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,629.5,440.0,159.0,958.0,1717,2066,3060.0
02803,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,40.5,26.7,25.2,48.6,240,169,161.0
02805,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,272.5,182.0,265.0,881.5,284,216,609.0
05000,CLEAR BEER,TANK,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,25.0,47.88,26.18,20.0,191,70,131.0
05002,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,783.0,555.3,535.5,183.6,600,467,906.0
05003,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,79.2,59.1,42.3,39.3,998,576,585.0
05005,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,379.5,295.5,86.5,363.5,2707,2006,2753.0
05100,CLEAR BEER,TANK,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,55.0,9.9,,45.0,57,20,52.0
05103,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,99.9,142.5,47.1,68.7,886,618,563.0
05105,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,922.0,677.5,219.0,1286.0,2241,1639,2404.0
05202,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,9.15,6.3,0.3,15.0,10,11,19.0
05203,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,21.0,18.6,1.5,63.3,21,58,163.0
05603,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,74.1,14.4,0.3,,95,65,93.0
06003,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,20.1,9.0,12.3,27.3,15,10,0.0
06005,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,16.0,11.5,22.0,6.5,18,15,37.0
06103,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,22.8,9.6,8.1,45.0,200,174,97.0
06105,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,149.5,82.0,21.0,258.5,361,435,195.0
06202,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,5.25,2.25,4.05,48.6,5,7,0.0
06203,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,15.9,9.3,16.8,9.3,12,28,162.0
06500,CLEAR BEER,TANK,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,20.0,,0.0,60.0,30,0,76.0
06503,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,35.7,29.4,8.1,37.2,955,694,528.0
06505,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,147.5,118.5,24.0,299.0,2440,2091,1706.0
08103,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,0.0,0.0,,,0,0,0.0
08202,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,4.5,3.0,6.45,29.85,7,3,0.0
08302,CLEAR BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,11.4,2.25,1.35,13.8,2,3,0.0
11202,FLAVOURED BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,21.3,9.75,3.45,27.45,28,24,0.0
11203,FLAVOURED BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,180.3,87.6,37.5,359.7,250,103,96.0
11205,FLAVOURED BEER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,0.0,,,,0,0,0.0
15002,CIDER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,10.557,4.131,7.803,35.649,7,5,0.0
15003,CIDER,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,39.9,10.8,24.0,111.9,24,23,15.0
20105,SOFT DRINKS,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,32.5,13.0,34.0,193.5,22,30,0.0
20205,SOFT DRINKS,KEG,CZ,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,138.5,56.0,156.0,471.0,90,104,99.0
01000,CLEAR BEER,TANK,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,345.0,160.0,0.0,380.0,425,293,66.0
01002,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,123.75,117.0,79.2,99.45,128,171,127.0
01003,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,609.0,419.1,183.0,648.0,680,878,182.0
01005,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,913.5,739.0,603.5,1092.5,1483,1200,654.0
02503,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,20.7,6.9,3.0,26.4,26,39,0.0
02600,CLEAR BEER,TANK,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,55.0,,,145.0,80,100,7.0
02603,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,125.7,150.9,73.8,97.2,116,178,131.0
02605,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,629.5,440.0,159.0,958.0,762,462,229.0
02803,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,40.5,26.7,25.2,48.6,60,67,18.0
04000,CLEAR BEER,TANK,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,59.2,,0.0,185.1,82,150,0.0
04003,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,149.4,84.0,64.2,113.4,121,151,123.0
04005,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,688.0,495.5,172.5,1027.0,974,925,221.0
04203,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,122.4,79.8,74.1,110.1,115,172,123.0
04205,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,364.0,210.0,62.0,598.5,371,127,144.0
04303,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,16.5,14.4,3.0,34.5,27,27,6.0
05000,CLEAR BEER,TANK,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,25.0,47.88,26.18,20.0,40,20,18.0
05003,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,79.2,59.1,42.3,39.3,103,93,80.0
05005,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,379.5,295.5,86.5,363.5,472,308,176.0
05100,CLEAR BEER,TANK,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,55.0,9.9,,45.0,55,80,0.0
05103,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,99.9,142.5,47.1,68.7,122,174,93.0
05105,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,922.0,677.5,219.0,1286.0,1177,723,410.0
05202,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,9.15,6.3,0.3,15.0,11,16,0.0
05203,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,21.0,18.6,1.5,63.3,42,23,8.0
05603,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,74.1,14.4,0.3,,124,70,28.0
06100,CLEAR BEER,TANK,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,,,,20.0,5,20,0.0
06103,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,22.8,9.6,8.1,45.0,24,26,0.0
06105,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,149.5,82.0,21.0,258.5,156,95,104.0
06500,CLEAR BEER,TANK,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,20.0,,0.0,60.0,45,30,0.0
06503,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,35.7,29.4,8.1,37.2,35,34,5.0
06505,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,147.5,118.5,24.0,299.0,168,62,138.0
07005,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,163.0,97.0,9.5,291.0,136,164,113.0
07105,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,49.0,36.0,3.0,93.5,52,23,26.0
07205,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,67.0,47.5,9.0,206.5,78,52,25.0
07303,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,20.7,14.4,0.3,38.4,32,19,0.0
08002,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,1.35,0.3,,,0,0,0.0
08302,CLEAR BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,11.4,2.25,1.35,13.8,14,6,0.0
11202,FLAVOURED BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,21.3,9.75,3.45,27.45,29,29,0.0
11203,FLAVOURED BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,180.3,87.6,37.5,359.7,260,30,114.0
11205,FLAVOURED BEER,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,0.0,,,,0,0,0.0
21005,SOFT DRINKS,KEG,SK,2021,18,5,9.376923076923076,1.067032967032967,7.135164835164836,True,,,160.5,148.0,8.5,269.5,243,58,129.0
01000,CLEAR BEER,TANK,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,425.0,345.0,185.0,455.0,1365,695,1905.0
01002,CLEAR BEER,KEG,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,128.25,123.75,102.9,81.0,1131,931,947.0
01003,CLEAR BEER,KEG,CZ,2021,19,5,14.105494505494503,5.594505494505495,5.882417582417582,True,,,679.8,609.0,393.3,480.9,3465,2451,3159.0
01005,CLEAR BEER,KEG,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,1483.0,913.5,789.0,972.0,7454,5459,8128.0
02003,CLEAR BEER,KEG,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,,,0.0,130.8,0,0,199.0
02300,CLEAR BEER,TANK,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,,,130.82999999999998,361.21,86,0,273.0
02303,CLEAR BEER,KEG,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,184.8,197.7,180.3,267.6,263,190,361.0
02305,CLEAR BEER,KEG,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,469.0,512.5,774.0,1693.5,1156,633,732.0
02500,CLEAR BEER,TANK,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,,,124.84,344.48,96,0,199.0
02503,CLEAR BEER,KEG,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,26.4,20.7,7.8,25.2,138,103,228.0
02505,CLEAR BEER,KEG,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,286.5,320.5,381.5,846.5,576,498,1444.0
02600,CLEAR BEER,TANK,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,80.0,55.0,30.0,135.0,275,0,885.0
02603,CLEAR BEER,KEG,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,116.1,125.7,79.8,121.2,632,488,686.0
02605,CLEAR BEER,KEG,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,762.0,629.5,416.0,617.0,3244,2784,5225.0
02803,CLEAR BEER,KEG,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,60.3,40.5,28.5,27.6,251,139,288.0
02805,CLEAR BEER,KEG,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,284.0,272.5,310.5,622.0,417,183,1720.0
05000,CLEAR BEER,TANK,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,40.0,25.0,5.0,10.0,415,90,366.0
05002,CLEAR BEER,KEG,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,600.3,783.0,515.1,144.0,670,535,1891.0
05003,CLEAR BEER,KEG,CZ,2021,19,5,14.105494505494503,5.594505494505495,5.882417582417582,True,,,102.9,79.2,59.7,62.1,1117,767,751.0
05005,CLEAR BEER,KEG,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,471.5,379.5,249.0,321.5,4458,3224,4019.0
05100,CLEAR BEER,TANK,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,55.0,55.0,30.0,75.0,100,20,334.0
05103,CLEAR BEER,KEG,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,122.4,99.9,83.4,55.5,1075,751,779.0
05105,CLEAR BEER,KEG,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,1177.0,922.0,638.0,768.0,4184,2671,4499.0
05202,CLEAR BEER,KEG,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,10.95,9.15,2.55,19.65,44,12,202.0
05203,CLEAR BEER,KEG,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,41.7,21.0,6.3,56.7,198,58,372.0
05603,CLEAR BEER,KEG,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,124.2,74.1,0.9,,193,90,292.0
06003,CLEAR BEER,KEG,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,14.7,20.1,22.5,13.5,29,14,127.0
06005,CLEAR BEER,KEG,CZ,2021,19,5,14.105494505494503,5.594505494505496,5.882417582417582,True,,,18.0,16.0,57.5,6.5,46,19,164.0
06103,CLEAR BEER,KEG,CZ,2021,19,5,14.105494505494503,5.594505494505495,5.882417582417582,True,,,24.0,22.8,13.8,23.7,263,167,247.0
06105,CLEAR BEER,KEG,CZ,2021,19,5,14.105494505494503,5.594505494505495,5.882417582417582,True,,,156.5,149.5,61.5,203.0,702,496,384.0
